street_fi,street_sv,lono,hino
Ameriikantie,,80,271
Haukilahdentie,,316,1120
Heinuksentie,,25,457
Humalipurontie,,22,210
Juntulantie,,31,81
Kaikkolantie,,41,117
Kallioharjuntie,,58,
Kapulamäentie,,100,
Kinnulantie,,23,360
Kiveläntie,,20,36
Lappetelä,,6,8
Lappetelänkyläntie,,4,410
Lappetelänpiiri,,2,43
Lappeteläntie,,6,656
Leppämäentie,,29,245
Mankontie,,49,482
Mäkilammentie,,25,93
Pyssymäentie,,1,255
Pölönmäentie,,70,283
Pörsänmäentie,,366,674
Pörsänrannantie,,7,191
Rantalantie,,17,50
Ruotaanjärventie,,83,207
Salomaantie,,16,127
Suomäentie,,50,151
