street_fi,street_sv,lono,hino
Aittojärventie,,10,12
Aittolammentie,,24,110
Hanhilammentie,,21,201
Honkaperäntie,,49,409
Isonniityntie,,11,131
Kaupinmäentie,,30,60
Kokkosalontie,,10,290
Korpijoentie,,159,1040
Kujansuuntie,,6,
Kuusenmäentie,,564,774
Laanitie,,,
Lavapurontie,,75,641
Liittoperäntie,,926,1385
Lintuperäntie,,470,760
Ohenmäentie,,581,
Paajakantie,,370,1211
Puistolantie,,19,41
Pyhäsalmentie,,893,1357
Salmenranta,,29,81
Sarvipurontie,,69,480
Suoniementie,,11,180
Tuuliaismäentie,,10,80
Varpalahdentie,,41,301
Vääräntie,,271,480
