street_fi,street_sv,lono,hino
Ahotie,,2,12
Aittakuja,,1,8
Ala-Partalankuja,,1,4
Ali-Rantalantie,,20,30
Elinankuja,,6,
Haanmäentie,,50,52
Haapaniementie,,45,
Haapaniemi,,,
Haapasaarentie,,17,986
Haavikontie,,1,21
Helmikkalantie,,1,22
Hietamäentie,,3,
Holmansaarentie,,63,65
Hukinniemi,,8,600
Hullonkärki,,16,79
Huuhilontie,,5,35
Isoniementie,,1,581
Jaala,,,
Jaalanniemi,,255,
Jaalantie,,70,328
Jauksantie,,19,81
Jurvanranta,,9,
Järvensivuntie,,9,52
Järvinen,,,
Kankaantie,,3,50
Kapumäenkuja,,3,13
Kapumäentie,,1,
Karppilantie,,11,31
Kaskelantie,,31,
Katajakuja,,1,
Kaunialantie,,20,
Kauramäentie,,1,
Keljonranta,,20,56
Keljontie,,7,671
Kellarikuja,,1,4
Kirkkosillanoja,,2,78
Kirstinkuja,,1,8
Kiviaho,,,
Kiviahontie,,,
Kivisalmentie,,1035,1165
Koivistontie,,65,
Koivukuja,,1,8
Koivurinteentie,,7,26
Koivusalontie,,1,24
Korpelantie,,45,54
Korpiniementie,,8,86
Korpiniemi,,,
Kottilantie,,,
Kuhmalahdentie,,760,1381
Kuoppalantie,,68,115
Kurkiniementie,,,
Kurviksenkuja,,2,6
Kurvis-Höllin Tie,,1,18
Kuuselanpolku,,2,6
Kuusikuja,,1,8
Kuusikujantie,,10,70
Kylmälahdentie,,15,51
Kylävainiontie,,57,
Kyöttiläntie,,1,17
Kärkkäänpyykkiranta,,8,26
Kärkkääntie,,12,182
Kääniemi,,20,254
Laaksolantie,,7,72
Lastikantie,,30,
Latokuja,,1,12
Lemolankuja,,1,8
Leppäkuja,,1,3
Luhdintie,,5,15
Madesaarentie,,6,152
Marjanraitti,,1,14
Marjatie,,1,5
Masonkuja,,3,16
Masonlahdentie,,6,14
Masontie,,29,33
Mertakuja,,1,7
Metsätie,,4,20
Musulanranta,,11,61
Muuntoasemantie,,2,6
Mylly-Heikin Tie,,1,28
Myllymäentie,,,
Myllypadontie,,10,22
Mäkelä,,64,86
Mäkiahontie,,1,3
Mäkipääntie,,13,23
Männikkökuja,,4,7
Nappoistentie,,,
Niittykuja,,2,4
Niittylahdentie,,34,40
Outtulahdentie,,3,5
Paatiala,,,
Paatialantie,,5,41
Paavonpolku,,1,6
Pakkalantie,,1,156
Palkeenmäki,,,
Pappilanvuorentie,,93,101
Paratiisintie,,95,152
Pelto-Mattilan Tie,,25,44
Peltomaantie,,2,
Perkiöntie,,13,
Pietiläntie,,8,90
Pihlajakuja,,1,3
Pokkinen,,,
Poste Restante,,,
Puikkarintie,,34,
Putkihaantie,,26,42
Päivärinteentie,,1,30
Raikulahdentie,,21,50
Rantakulmankuja,,1,3
Rantakulmantie,,2,5
Rantatuomentie,,21,60
Rapataskuntie,,40,
Rauhalantie,,10,88
Rautaniementie,,2,95
Rautiontie,,101,
Riihilahdentie,,45,89
Rinnepolku,,1,5
Riuttantie,,8,20
Ruupentie,,2,69
Saarioinen,,,
Sahalahdentie,,1070,1284
Salmelantie,,39,41
Satamaantie,,33,35
Seppä-Arvin Tie,,2,10
Siltasentie,,17,66
Sirkantie,,1,12
Sukonkuja,,4,6
Suojalantie,,8,40
Suorannantie,,2,9
Sälssinkuja,,2,8
Särkäntie,,6,125
Taipaleentie,,2,490
Teivaantie,,744,
Tervaportintie,,48,69
Tuomirannantie,,1,80
Tuomisentie,,,
Tuulensuunkuja,,2,6
Töykänäntie,,50,443
Uotilanranta,,20,48
Vaiheentie,,3,
Vaittilantie,,15,66
Vanha Pakkalantie,,2,39
Vanha Rautiontie,,22,40
Vähä-Masontie,,18,20
Yhdystie,,1,13
