street_fi,street_sv,lono,hino
3. Kuja,,,
Akselikuja,,2,6
Ali-Rooselintie,,12,
Alitie,,2,8
Amandantie,,1,16
Anttilantie,,1,19
Apilatie,,1,4
Arajärventie,,19,741
Aroseudunkaari,,5,19
Aroseudunkuja,,9,
Arpiaistentie,,23,
Asemakatu,,4,18
Esikkotie,,1,8
Eteläinen Tarpiantie,,1,47
Eteläntie,,1,8
Etuhaantie,,95,
Haapatie,,1,3
Hakalankuja,,30,
Hakalantie,,,
Hakatie,,1,25
Hannukankuja,,1,
Hannukantie,,4,26
Harjulantie,,7,
Harjunmaantie,,22,242
Heinäsuo,,,
Heinäsuonkuja,,2,
Heinäsuonpolku,,3,6
Heinäsuonraitti,,2,159
Heinäsuontie,,1,27
Helkahaankuja,,6,
Helkarannantie,,5,
Hevonojantie,,42,72
Hilmankuja,,2,4
Hinkankuja,,64,
Hinkantie,,,
Hirvialhonkatu,,3,37
Hitsarintie,,1,20
Honkistontie,,15,17
Huhkaimentie,,14,
Hyrkkääntie,,15,
Hämeentie,,685,765
Härkikuja,,1,8
Isosuontie,,21,27
Isovainio,,9,
Jaakolantie,,30,
Jaakontie,,1,4
Jaakonvainiontie,,1,18
Jatinraitti,,2,10
Jokipellontie,,1,8
Jumuntaantie,,3,99
Jussilanmäentie,,14,37
Jutantie,,1,
Järvisentie,,24,30
Kaarinankuja,,4,
Kaarinantie,,2,34
Kaaritie,,1,39
Kanavantie,,2,8
Kangasvuokontie,,1,3
Kansankatu,,1,5
Kansantie,,3,5
Kartanontie,,,
Katajatie,,,
Kaukolantie,,1,6
Kenttätie,,3,
Keskuskatu,,1,93
Kiertotie,,2,22
Kiimantie,,2,
Kilpiöntie,,7,17
Kirkkokatu,,2,20
Kisakuja,,1,
Kitulantie,,24,35
Kiuruntie,,1,7
Koivisto,,11,
Koivistonkatu,,1,6
Koivistontie,,1,40
Koivuharjuntie,,4,35
Koivukaari,,1,
Koivukatu,,3,
Kolikkoinkuja,,1,
Kolikkoinmäki,,,
Koskenkyläntie,,860,1176
Koskisentie,,3,
Kotintie,,5,
Koulukatu,,1,11
Krookintie,,1,3
Kujalantie,,4,20
Kumpukuja,,1,6
Kumpulantie,,11,37
Kumputie,,1,13
Kunnankatu,,,
Kunnankuja,,5,14
Kuoponraitti,,2,12
Kuorttilantie,,1,21
Kurjentie,,1,7
Kuusitie,,1,3
Kylkitie,,7,9
Kylänkatu,,3,7
Käenpolku,,3,13
Käppilä,,7,
Käppiläntie,,1,
Käpytie,,3,6
Kärrykatu,,1,8
Laitakatu,,1,62
Laivurintie,,1,9
Lallintie,,1,10
Lammastie,,4,
Lapinkulmantie,,3,94
