street_fi,street_sv,lono,hino
Ala-Malmin Raitti,Nedre Malms Bygata,1,3
Ala-Malmin Tori,Nedre Malms Torg,1,5
Ampujantie,Skyttevägen,3,18
Anianpellonpolku,Anianpeltostigen,1,4
Anianpellontie,Anianpeltovägen,1,17
Askarkuja,Askarslättsgränd,1,6
Askartie,Askarslättsvägen,1,22
Auertie,Solröksvägen,1,18
Elovalkeantie,Kornblixtvägen,1,27
Filpuksenpolku,Filpusstigen,2,4
Halmetie,Brännvägen,4,6
Harkkoraudantie,Tackjärnsvägen,1,10
Heinäpellonkuja,Hejnåkersgränden,1,4
Heinäpellonpolku,Hejnåkersstigen,2,6
Heinäpellontie,Hejnåkersvägen,9,40
Hela-Aukio,Beslagplatsen,1,4
Helatehtaankatu,Beslagfabriksgatan,1,12
Helge Nymanin Kuja,Helge Nymans Gränd,1,
Hietakummuntie,Sandkullavägen,1,19
Hietaniitynpolku,Sandängsstigen,2,
Hietapellonpolku,Sandåkersstigen,3,
Hietapellontie,Sandåkersvägen,11,
Huhtapolku,Fallåkersstigen,1,3
Huhtatie,Fallåkersvägen,3,34
Huopanaulankatu,Filtpiksgatan,1,13
Hyttitie,Hyttvägen,2,16
K.H. Wiikin Katu,K.H. Wiiks Gata,1,4
Kankiraudantie,Stångjärnsvägen,1,8
Karviaismäenkuja,Stickelbacksgränden,1,4
Karviaismäenpolku,Stickelbacksstigen,2,
Karviaismäki,Stickelbacken,1,9
Karviaispolku,Stickelstigen,2,
Karviaisrinne,Stickelbrinken,2,
Karviaistie,Stickelvägen,1,14
Katontekijänaukio,Takläggarplatsen,1,26
Katontekijänkuja,Takläggargränden,1,
Kauppakaarre,Köpkroken,1,
Kaupparaitti,Handelstået,2,21
Kaviopolku,Hästhovsstigen,3,8
Kellaritie,Källarvägen,1,18
Kenttäpolku,Fältstigen,1,3
Kirkonkyläntie,Kyrkobyvägen,1,37
Kotikaivonpolku,Hembrunnsstigen,1,45
Kotikaivontie,Hembrunnsvägen,1,30
Kotikallio,Hemberget,1,4
Kotikuja,Hemgränd,1,3
Kotikumpu,Hemkullen,1,4
Kotinummenkuja,Hemmalmsgränden,2,
Kotinummentie,Hemmalmsvägen,1,16
Kotipihlajankuja,Hemrönnsgränden,1,5
Kotitie,Hemvägen,1,22
Kuhankeittäjäntie,Sommargyllingsvägen,1,5
Kujanen,Lillgränden,2,4
Kunnantie,Kommunalvägen,1,11
Kylänraitti,Bytåget,1,8
Kylärinne,Bybrinken,1,6
Laidunkuja,Betesgränden,1,5
Laidunpolku,Betesstigen,3,
Lallinkuja,Lalligränden,1,10
Lallintie,Lallivägen,1,11
Lankanaulankatu,Trådspiksgatan,1,
Laulurastaankuja,Trastgränden,1,5
Laulurastaantie,Trastvägen,7,27
