street_fi,street_sv,lono,hino
Annanniementie,,16,36
Armolaaksontie,,8,140
Hanninmyllyntie,,7,
Hatikaisentie,,15,91
Helisevänkatu,,3,10
Helisevänpolku,,3,
Helisevänrannantie,,6,12
Helisniementie,,29,
Hepolahdenpolku,,31,91
Hiidenniementie,,70,106
Hinkanmäentie,,41,221
Hinkkalantie,,4,34
Holmatie,,73,77
Houkkalantie,,40,58
Huiperontie,,19,105
Härkkalliontie,,113,
Höllötie,,35,67
Iso-Pennasaari,,5,21
Jaatisenlammentie,,6,196
Juurikkatie,,18,96
Kaanaanmaantie,,37,221
Kankaisentie,,12,70
Kanniementie,,1,175
Karjalantie,,549,1920
Katajaniementie,,20,36
Kaurasentie,,10,64
Keskimmäisentie,,30,46
Kiiskitie,,4,38
Kirkkotie,,60,152
Kokintie,,41,91
Kokkolantie,,5,236
Kopsalantie,,75,242
Kostamontie,,51,
Kummiinsaari,,4,85
Kuotuksentie,,42,48
Kuulammentie,,11,61
Kuupolku,,7,39
Kynsikaivontie,,50,58
Lamminkatu,,4,22
Lapinlahdentie,,47,247
Lemetharjuntie,,71,117
Lempiäisenpolku,,12,30
Liipukkalantie,,18,22
Lintukukkulantie,,11,33
Lintusaari,,7,57
Luhtapolku,,26,
Luototie,,16,36
Miettiläntie,,1595,1974
Mikonkatu,,4,23
Mustalahdentie,,7,35
Muuriinpolku,,100,180
Mäkeläntie,,40,54
Männistönmutka,,6,52
Nikontaival,,95,109
Nikontie,,21,86
Onnintie,,41,100
Partilantie,,1,308
Pien-Miettiläntie,,5,318
Piensaarenpolku,,10,61
Pirholantie,,2,262
Pohjukkatie,,110,
Poste Restante,,,
Purnujärventie,,23,230
Puusepänkatu,,2,18
Pyypolku,,9,49
Päivölänpolku,,49,
Pääskysniementie,,7,88
Pääskyspolku,,16,36
Raikkalantie,,20,54
Rantaraitti,,1,14
Ratakatu,,14,26
Rautjärventie,,52,1998
Rautjärvi,,,
Ruokolammentie,,10,68
Ryöppäänmäentie,,35,
Sammaluksentie,,60,150
Simolanmäentie,,25,635
Sitsaarentie,,25,88
Suntiontie,,17,82
Suuriluodontie,,20,52
Suurisaari,,1,757
Teintie,,32,62
Tenkaniementie,,47,
Teollisuuskatu,,1,
Toivonkatu,,1,
Torikantaival,,30,166
Tulikatu,,2,10
Tulilammenkaari,,1,13
Tulirannantie,,5,25
Uimolantie,,36,820
Ukkostie,,64,130
Ukontie,,55,85
Untamonsuurisaari,,9,
Untamontie,,22,411
Urheilijankatu,,5,11
Uropolku,,27,31
Vaaherpolku,,2,5
Vaahertie,,50,147
Valkamantie,,9,31
Vertasenlahdentie,,35,249
Vertasensalmenpolku,,23,27
Vihantaniementie,,53,110
Viimolantie,,35,127
Vuorisiintie,,157,
Välikatu,,3,
Ylä-Simolantie,,21,209
