street_fi,street_sv,lono,hino
Ahdinkatu,,8,26
Esankatu,,1,30
Jyvälänrinne,,12,
Kaivokatu,,1,7
Kenttäkatu,,8,23
Keskikatu,,14,54
Keskusvarikonkatu,,1,
Kortesuonkatu,,1,56
Kotipolku,,1,7
Kuntoportti,,3,
Laajavuorentie,,2,
Letkutie,,1,7
Löylykatu,,1,10
Martinkatu,,,
Mäki-Matinkatu,,2,10
Nisulankatu,,54,
Nokikuja,,1,6
Nousukatu,,5,18
Oikokatu,,4,12
Okkerinkatu,,3,19
Omakotikatu,,1,10
Onkapannu,,1,8
Palokunnankatu,,1,16
Pitkäkatu,,3,44
Rautpohjankatu,,3,23
Savelankatu,,1,9
Savukuja,,1,
Syrjälänkatu,,1,44
Vainionkatu,,1,29
Vehkakatu,,1,12
Vehkakuja,,2,18
Vellamonkatu,,1,27
Vesangantie,,1,12
Voionmaankatu,,6,34
Välikatu,,4,6
Wilhelm Schildtin Katu,,,
