street_fi,street_sv,lono,hino
Ainonkuja,,3,
Ajurinkatu,,4,10
Akanakatu,,1,4
Alatalontie,,1,29
Alkiokatu,,1,6
Allinkuja,,3,5
Annikintie,,3,5
Eirankuja,,2,
Eskolankatu,,2,25
Eskonkuja,,1,5
Eteläkatu,,1,40
Harapaisentie,,1,61
Hillakatu,,1,13
Hirsimäenkatu,,1,10
Hirssikatu,,2,4
Höyläkatu,,1,12
Jauhokatu,,1,13
Joosepintie,,3,19
Joukahaisenkatu,,3,80
Jukolankatu,,1,38
Juolukkakatu,,1,17
Jyväkatu,,2,6
Kaakkoiskaari,,1,24
Kangastuvankatu,,1,10
Karhunhaankatu,,1,12
Karhuntie,,3,5
Karhuvuorenkatu,,1,34
Karikkokatu,,2,17
Karpalokatu,,1,13
Karviaiskatu,,1,10
Katsastajankatu,,4,6
Kaurankatu,,1,8
Keijonkuja,,1,12
Ketuntie,,3,7
Kilpiänkatu,,1,29
Kimonkatu,,3,31
Kirsikkakatu,,1,8
Kuhilaskatu,,2,16
Kujansuu,,1,28
Kuorikatu,,1,4
Kylväjänkatu,,1,21
Kyntäjänkatu,,2,12
Kärrinkatu,,1,3
Kärrinkuja,,1,5
Laaksonkatu,,2,6
Laihokatu,,1,21
Leijerintie,,3,
Leikkaajankatu,,1,13
Lemminkäisenkatu,,2,20
Leseenkatu,,1,8
Lietokatu,,1,48
Liinakonkatu,,1,31
Linjakatu,,3,9
Loirintie,,6,86
Luhtikatu,,1,10
Lyhdekatu,,1,27
Maissikatu,,1,6
Marjamiehenkatu,,1,31
Meijerinkatu,,1,
Mesimarjankatu,,1,22
Mielikinkatu,,1,15
Mustaherukankatu,,1,30
Muurainkatu,,1,23
Nurmelankatu,,1,22
Nurmipuisto,,,
Ohrankatu,,1,11
Ojanpiennar,,1,4
Olkikatu,,1,18
Onnelankatu,,1,19
Onnelantie,,1,40
Onninkatu,,1,25
Onninkuja,,1,10
Oraankatu,,1,
Orontie,,1,16
Otavankatu,,2,24
Paalukatu,,1,15
Paimenkatu,,1,8
Pajakatu,,3,9
Pajarilanväylä,,,
Palttinakatu,,1,12
Pekantie,,2,23
Pekkasenkatu,,3,45
Pekonpellonkatu,,10,25
Pelimanninkatu,,1,16
Pellavakatu,,1,10
Pellervonkatu,,1,26
Pikkalanlähteenkatu,,1,30
Pirttikatu,,2,11
Puistokuja,,1,8
Punaherukankatu,,1,32
Puolukkakatu,,1,15
Päiväläisenkatu,,1,13
Ravikatu,,1,24
Rehukatu,,3,
Reippaankatu,,2,13
Reunakatu,,35,105
Riihimiehenkatu,,2,14
Riisikatu,,3,
Rouhekatu,,2,4
Rukiinkatu,,1,21
Ruukintie,,1,16
Sampsankatu,,1,18
Saunakatu,,1,29
Savenvalajantie,,1,10
Siemenkatu,,3,10
Silakatu,,2,16
Sitojankatu,,1,12
Sorvikatu,,2,6
Sänkikatu,,1,11
Talkoomiehenkatu,,2,13
Tallikatu,,1,7
Talttakuja,,6,20
Tapionkatu,,1,16
Tarulankatu,,1,28
Tattarinkatu,,1,5
Tierankuja,,3,19
Tirilänkatu,,1,63
Tiriläntori,,4,6
Toikansuontie,,3,21
Tuhkasenkatu,,1,23
Tullitie,,1,11
Tupatallinkatu,,1,6
Turjantie,,3,36
Tuulikintie,,1,30
Tuulimyllynkatu,,5,48
Tähkäpäänkatu,,1,8
Tähteläntie,,1,26
Untamontie,,1,8
Vaapukkakatu,,1,20
Vapunkaari,,1,35
Variksenmarjankatu,,1,12
Vehnänkatu,,1,14
Veistokatu,,3,24
Veistontie,,8,138
Vihnekatu,,2,7
Vihtakatu,,3,20
Viistokatu,,1,14
Viljakatu,,6,23
Viljalankatu,,1,21
Vipusentie,,1,21
Voimakatu,,4,8
Vuokramiehenkatu,,2,12
Vuorentie,,6,26
