street_fi,street_sv,lono,hino
Ahonkuja,,10,61
Alhontie,,2,18
Antinojankuja,,3,10
Asemantie,,5,26
Eerolankuja,,16,39
Finnintie,,2,20
Helppolankuja,,3,11
Heposaarenpolku,,120,
Honkalantie,,7,49
Hurukselantie,,274,1111
Hurukuja,,3,6
Iisakkalankuja,,12,24
Insuliitintie,,1,15
Jokipellonkuja,,31,39
Kankaantie,,1,123
Kapitsuonkuja,,5,16
Karellintie,,9,47
Karhulantie,,111,361
Karjapolku,,1,20
Kauramaantie,,1,27
Kelniityntie,,6,10
Kemmunkorvenpolku,,1,17
Kierikkala,,,
Kierikkalan Vuorikatu,,1,67
Kierikkalankatu,,1,30
Kierikkalankuja,,1,
Kiikerinkuja,,2,8
Koskikuja,,2,36
Kotipellontie,,10,24
Kujamatintie,,3,42
Kukkatarhantie,,19,23
Kuovikuja,,2,4
Kymijoentie,,51,94
Kymintie,,211,323
Laajakoskentie,,37,377
Laajakoski,,,
Lentokentäntie,,6,252
Levykuja,,2,12
Levypolku,,1,9
Mahokankuja,,6,14
Maitotie,,2,24
Metonpolku,,4,39
Mukasentie,,7,242
Muumäenkuja,,3,12
Muuratsuonpolku,,1,18
Myllyojantie,,2,88
Mäenpääntie,,16,144
Mäkikuja,,1,12
Möhkönkuja,,2,12
Mömmömutka,,8,
Nienpalontie,,4,32
Niittymäenpolku,,4,17
Niittymäentie,,3,27
Ojanteenkuja,,1,10
Ojanteentie,,2,27
Olssonintie,,2,16
Paimenpolku,,1,28
Parilanpolku,,1,18
Pienpellontie,,2,51
Piiperinkuja,,3,7
Pohjunkatu,,2,7
Porrassuontie,,2,25
Punnuksenkatu,,2,18
Pylpetintie,,1,63
Pyynpolku,,3,12
Rakintie,,4,55
Rarakpellonkuja,,2,26
Raraksuonkuja,,3,9
Remulanraitti,,9,41
Rientolantie,,2,11
Riistapolku,,1,18
Rinnekatu,,1,12
Rinnepolku,,1,21
Ristolankuja,,3,19
Ritalantie,,2,32
Ruununkaskenkuja,,12,14
Saarijärventie,,206,
Salimäentie,,10,
Savikonpolku,,8,30
Simontie,,3,9
Sohkalantie,,5,14
Sommeenkatu,,1,27
Suljennontie,,2,73
Suontaustankatu,,2,58
Sutikankuja,,1,44
Sutikantie,,1,44
Syväojanpolku,,6,27
Taipaleenkatu,,1,18
Taipalonkuja,,2,17
Taivaanvuohentie,,1,14
Tampsantie,,,
Taninkuja,,15,27
Tanulantie,,2,21
Tapanilantie,,45,
Terripolku,,1,23
Vaaralankuja,,2,22
Vallikatu,,1,22
Varstakatu,,3,8
Veikkolantie,,8,40
Viertopolku,,2,15
Viertumaantie,,9,27
Viherkuja,,1,61
Vuoripolku,,2,4
Ylöshaantie,,15,80
