street_fi,street_sv,lono,hino
Ahopellontie,,11,115
Alaseläntie,,90,
Asemankulma,,3,23
Einolantie,,7,30
Hatsolantie,,2,71
Hieppeentie,,7,32
Hietajärventie,,3,11
Hulkonmäentie,,14,28
Iltaruskontie,,30,42
Itätalontie,,2,11
Juonisto,,,
Juonistontie,,90,175
Kaipolantie,,5,15
Kaivomäentie,,6,35
Kalvitsantilantie,,6,
Kannusniementie,,69,138
Koivuseläntie,,4,10
Kulmalantie,,10,
Lassilantie,,6,15
Lastaajantie,,2,26
Lehtokankaantie,,30,
Leponintie,,15,97
Lietlahdentie,,410,1130
Liskontie,,2,2
Lököseläntie,,16,166
Metsärannantie,,,
Mikkelintie,,,
Moilalantie,,10,350
Narilantie,,4,95
Niemenraitti,,1,15
Niiniseläntie,,20,28
Notkolantie,,3,
Ollilanmutka,,20,168
Paksuntie,,7,
Perämetsäntie,,100,240
Pieksämäentie,,240,290
Pitkäjärventie,,61,75
Pykälistönkuja,,2,
Pylkkäläntie,,2,23
Raaminkorventie,,8,21
Rantahaantie,,85,
Rantakuja,,,
Reijelinkankaantie,,6,
Repokankaantie,,62,112
Ropolankyläntie,,20,73
Ropolantie,,734,
Saarikaukosentie,,3,26
Savonrannantie,,9,75
Setorintie,,51,
Suoroolahdentie,,105,
Suoroonniementie,,40,155
Syrjäkankaantie,,1,19
Taulumäentie,,5,610
Uudistalontie,,6,126
Vehmaskyläntie,,135,234
Viransuo,,,
