street_fi,street_sv,lono,hino
Ahmatie,,1,11
Aittomäentie,,9,
Ala-Taipaleentie,,6,163
Alkutie,,1,4
Annilantie,,2,12
Apajaislahti,,27,
Apajaistentie,,86,128
Evajärventie,,295,
Haapatie,,2,8
Hakapolku,,2,4
Hakatie,,1,14
Hakiantie,,13,29
Hakolan Rantatie,,48,
Harjunsivuntie,,6,143
Harjuntie,,51,53
Hauniementie,,26,112
Heikkilänniementie,,33,
Heikkisentie,,14,33
Hietarannantie,,2,22
Hietasillantie,,7,11
Hiirkiventie,,16,
Hirvitie,,1,12
Hurtinmutka,,80,
Hämeenlinnantie,,176,180
Höysniementie,,80,334
Ilmoilantie,,1,
Ilosentie,,2,11
Ilvestie,,2,10
Inkiläntie,,13,
Iso-Römö,,64,162
Ison-Vankostentie,,16,40
Isonhiekantie,,6,
Isoniementie,,63,167
Jokitie,,2,10
Joutsenlahdentie,,30,42
Järvitie,,2,12
Kaikuniementie,,34,196
Kainiementie,,7,53
Kalaistenvuorentie,,19,
Kalamajojentie,,30,86
Kalastajankuja,,5,9
Kanervakuja,,1,3
Kankaantie,,13,15
Kapakantie,,13,
Karl Fieandtin Kuja,,81,
Karolantie,,15,179
Kasiniementie,,186,
Katajaniementie,,30,50
Kaukelantie,,27,304
Kauppatie,,1,4
Kellosalmentie,,3,1027
Kellosalmi,,,
Kelttulantie,,4,44
Keskustie,,2,35
Kesäläntie,,25,
Kielorannantie,,58,
Kielotie,,1,6
Kiiperäntie,,12,66
Kiltniementie,,53,81
Kirjuantie,,5,79
Kirkkolammintie,,35,93
Kivasniementie,,1,3
Kiviharjuntie,,54,74
Kivistöntie,,6,10
Kivitarhantie,,4,20
Koeasemantie,,25,
Kohotie,,2,
Koiravuori,,,
Koivuniementie,,10,446
Koivurinne,,26,
Koivutie,,1,15
Koluntie,,1,
Koreakoivu,,88,
Kortelahdentie,,4,150
Koukkulantie,,3,91
Koukkutie,,1,5
Koulukuja,,1,4
Kuivaniementie,,240,
Kukkatie,,1,19
Kullasrinne,,2,
Kullasvuorenkuja,,1,17
Kullasvuorentie,,,
Kuortintie,,26,
Kurikkalantie,,1,11
Kuuselankuja,,2,22
Kuusikuja,,2,20
Laidunpolku,,3,
Laiduntie,,2,
Laivarannantie,,3,41
Lampitie,,1,9
Lehtotie,,4,
Leppäniementie,,33,51
Leppätie,,1,
Levinlahdentie,,28,
Likoniementie,,2,241
Likoniemi,,67,266
Linnasaarentie,,68,78
Linnasalmentie,,59,
Lokkiluodontie,,6,34
Lounantie,,13,22
Luhtatie,,2,16
Luototie,,1,6
Luottilantie,,27,66
Lähdetie,,53,
Mainiemen Sahan Tie,,5,16
Mainiemenlahdentie,,7,23
Mainiementie,,1,14
Mainiemi,,,
Majavapolku,,3,13
Majavatie,,1,25
Majuantie,,14,685
Marjalantie,,4,30
Markkulantie,,19,
Matoniementie,,39,109
Metsotie,,2,8
Miestämän Isosaari,,,
Miestämän Isosaari 2,,,
Mustanlahdentie,,18,214
Mustinoisenpolku,,16,40
Mustinoistentie,,38,116
Myllyjärventie,,25,193
Mäkeläntie,,6,50
Mäkimetsolantie,,2,14
Mäkirannantie,,10,
Mäyrätie,,7,
Nallenpolku,,1,
Nauksyrjä,,,
Nauksyrjäntie,,7,27
Naulapääntie,,32,62
Nelostie,,1083,1427
Niementie,,4,
Niemistö,,,
Niemistöntie,,158,362
Niemitie,,3,5
Nuottatie,,1,18
Nyystöläntie,,4,52
Nälkjärventie,,68,342
Näsiätie,,1,10
Ojalehdontie,,2,24
Ojamäentie,,23,
Oksantie,,16,50
Oravatie,,1,10
Orihongantie,,33,
Orvokkilantie,,15,45
Osoila,,,
Osoilantie,,3,138
Otsonpolku,,1,5
Oukontie,,16,50
Paikkarintie,,89,170
Paimenpolku,,19,
Pajulantie,,174,872
Pamparintie,,54,141
Pannijoentie,,3,54
Parkinmäentie,,2,
Paulatie,,2,126
Peltolantie,,37,96
Peltotie,,1,6
Peuratie,,1,20
Poste Restante,,,
Puistotie,,1,12
Purotie,,4,12
Pursulanrinne,,11,17
Purtmäentie,,26,465
Purtsaari,,148,
Pykäläniementie,,10,113
Pyytie,,2,
Päijänteenkuja,,,
Päijänteenraitti,,1,9
Päijänteentie,,1,5
Pärmistöntie,,55,
Rainiontie,,75,
Rajalantie,,2,
Rantakiventie,,2,
Reunakuja,,3,
Riekkotie,,1,7
Rimmintie,,2,
Rinnepolku,,1,
Rinnetie,,1,11
Ristiannotko,,2,10
Romo,,,
Romontie,,11,608
Rysätie,,3,
Saarikontie,,7,59
Saksala,,,
Salmelantie,,158,221
Salmentaustantie,,17,29
Salmirannantie,,18,
Salmitie,,1,12
Salonsalmentie,,101,
Salontie,,47,
Saukonpolku,,5,
Seitniemi,,,
Sepinrannantie,,16,76
Sipiläntie,,7,
Soramäentie,,32,485
Sumperintie,,12,28
Suolähteentie,,20,40
Supinpolku,,1,3
Susilanpolku,,1,
Suullisentie,,106,140
Suvantotie,,2,12
