street_fi,street_sv,lono,hino
Aapispolku,,1,3
Aatamilantie,,350,
Aavarannantie,,13,80
Aholantie,,122,
Ainonkatu,,1,8
Alatalontie,,15,
Ampumaradantie,,,
Anni Vilpposen Tie,,81,225
Antinmäentie,,215,251
Asemakatu,,1,12
Auratie,,1,8
Autiorannantie,,29,122
Eerikkalantie,,50,
Eskolantie,,47,269
Haapamäentie,,10,230
Haapanotkonkatu,,4,17
Haastinmäentie,,68,158
Hakapolku,,1,12
Halolanmäentie,,19,57
Harakkaniemenkatu,,3,14
Harjakankaantie,,7,193
Harjapolku,,2,8
Harjukatu,,1,7
Harjukuja,,4,
Harjulantie,,18,68
Harjunniementie,,64,80
Harjuntie,,89,119
Haudanlahdentie,,118,218
Haukijärventie,,90,149
Haukilahdentie,,8,
Heinäseläntie,,38,414
Helasalmentie,,143,
Herkonpellontie,,13,81
Herralanmäentie,,20,466
Herralantie,,1,1273
Hiekkarannantie,,181,249
Hirvolantie,,108,265
Hovinkatu,,2,18
Hukkasentie,,212,254
Huuhtimäentie,,112,835
Huutoniementie,,55,119
Hytinkankaantie,,36,
Hänniläntie,,4,12
Iisvedentie,,1,1534
Inkantie,,73,
Isonkiventie,,14,142
Itälahdentie,,22,28
Itäpellontie,,88,100
Jalkalantie,,1,1745
Jauhojärventie,,12,24
Jauhomäentie,,1,23
Jokelantie,,50,98
Jokirannantie,,20,28
Jokitie,,1,18
Junikkalantie,,17,221
Juntintie,,1,154
Juolukkapolku,,1,7
Jussilantie,,4,36
Jylängintie,,4,337
Jäkäläpolku,,1,8
Jäppiläntie,,66,539
Kaarnakatu,,1,6
Kaatrasentie,,53,548
Kaatronkatu,,2,6
Kaatronpolku,,1,23
Kahvimyllynkatu,,5,11
Kahvimyllynranta,,3,12
Kaislakuja,,1,
Kaivotie,,15,70
Kalliolantie,,14,32
Kanervatie,,1,10
Kangaspolku,,1,10
Kangassalmentie,,121,213
Kanttorikatu,,2,4
Kaplaankatu,,1,
Kappelikuja,,1,7
Karjakonkatu,,2,
Karsikonmäentie,,107,107
Karsikontie,,13,29
Karttulantie,,15,1603
Kasarminkatu,,1,37
Katajamäentie,,15,
Katajavuorentie,,25,143
Kauppiaankatu,,1,1
Kavioura,,2,4
Kekkerikuja,,6,12
Kekkolanlahdentie,,2,14
Kekkolanniementie,,48,
Kenttäkatu,,7,
Keskuskatu,,3,
Kettukankaantie,,5,57
Kettukiventie,,7,141
Kiertolahdentie,,26,
Kiertolantie,,18,171
Kievarinpolku,,1,19
Kimpanpolku,,1,10
Kimpanraitti,,1,
Kimpanrannantie,,1,7
Kinnarinniementie,,89,
Kinnarniementie,,36,
Kipinäntie,,35,93
Kirkkokatu,,1,7
Kirkkotie,,3,
Kivisaarentie,,55,
Kivitörmäntie,,10,34
Koivikonkatu,,2,4
Koivuharjuntie,,28,100
Koivulantie,,72,227
Koivurannantie,,148,261
Koivurinteentie,,30,
Kokinrannantie,,7,35
Kokkolammentie,,1,43
Kokkomäentie,,6,126
Koljuntie,,64,172
Kolmisopenkatu,,2,25
Kolunmäentie,,38,
Konttilahdentie,,19,269
Kopolanpolku,,3,9
Korholanmäentie,,24,660
Korholantie,,2,68
Korpelantie,,120,
Korteniementie,,78,218
Kotalahdentie,,875,961
Kotarannantie,,38,
Kotasaarentie,,51,125
Kotikuja,,,
Kotitanhut,,1,8
Kotkonnuntie,,5,57
Koulukatu,,1,23
Kuivataipaleentie,,2,382
Kukkarannantie,,106,108
Kukkolantie,,22,
Kuokkatie,,2,8
Kuopiontie,,1,261
Kuoppalantie,,25,
Kuparipannunkatu,,3,12
Kurenmäentie,,1,7
Kuskipolku,,1,
Kutumäentie,,20,138
Kutunjärventie,,217,277
Kuurtilantie,,31,51
Kuuselantie,,59,200
Kuusikonkatu,,1,24
Kuvansintie,,140,238
Kylväjänkatu,,1,1
Kyläkeinuntie,,14,38
Kyytipolku,,1,10
Käpykatu,,1,8
Käpylänraitti,,7,41
Kärkkääläntie,,40,1856
Könöläntie,,15,51
Laamalantie,,189,
Lahdentauksentie,,59,
Lahdentie,,57,195
Lahtelantie,,47,154
Laiduntie,,1,20
Laitilantie,,38,
Lammikkotie,,1,5
Lamminrannantie,,83,
Lapinjärventie,,60,196
Lassilantie,,118,190
Lattulantie,,16,
Lehtoniementie,,14,66
Leipämäentie,,7,218
Lekkeriniementie,,5,
Lentokentänkatu,,1,7
Leväharjuntie,,26,48
Levänen,,10,
Liejuntie,,4,74
Liinakonkuja,,1,14
Liipanniementie,,10,183
Lintikonkatu,,1,26
Lintikonpolku,,6,
Litmasentie,,25,147
Louhunlahdentie,,,
Louhuntie,,201,237
Lovikontie,,78,
Luhantauksentie,,36,263
Lukutoukanpolku,,1,11
Luukkolantie,,9,200
Lylymäentie,,71,459
Lyytilänmäentie,,16,556
Maalarinkuja,,1,3
Maijalantie,,50,78
Majakatu,,1,11
Majapolku,,6,
Majasaarentie,,29,
Mannilanpolku,,2,30
Mansikkakuja,,3,
Mansikkaraitti,,1,24
Mansikkarannantie,,43,93
Marjaseläntie,,5,27
Markkalantie,,39,275
Matinsuontie,,35,167
Meijeripolku,,,
Metsolantie,,2,16
Miekkatie,,19,25
Miiluniementie,,120,
Mustamäentie,,137,197
Mustapurontie,,7,37
Mustikkakorventie,,59,379
Mustikkamäentie,,38,122
Mustikkatie,,1,
Mustinahontie,,52,88
Muuntajankatu,,1,12
Myllykoskentie,,35,
Mäkeläntie,,14,
Mäkikatu,,1,22
Mäkräntie,,21,424
Männikönkatu,,1,25
Mäntyahontie,,55,
Möykynmäentie,,10,
Naavapolku,,1,8
Nahkurintie,,1,5
Nakertajankatu,,2,18
Niemeläntie,,22,279
Niittomiehenkatu,,2,10
Niittypolku,,2,12
Nissiläntie,,50,
Notkolankatu,,3,9
Nuutilantie,,43,346
Olavi Leskisen Katu,,2,14
Opettajanpolku,,1,12
Opintie,,1,
Oppipojanpolku,,4,6
Paasvedentie,,83,486
Paimenpolku,,1,12
Pajukaarteentie,,53,73
Pajupurontie,,20,42
Pakkasraitti,,2,4
Palkuntie,,27,148
Palokankaantie,,542,900
Palokintie,,19,
Pappilankatu,,15,
Papurikonkuja,,1,5
Paskoniementie,,41,88
Peiponkatu,,2,6
Pekanpolku,,3,
Pekkalantie,,8,375
Pellonpääntie,,19,95
Peltoharjuntie,,48,
Peltoniementie,,20,
Peltotie,,2,5
Petrontie,,177,234
Petsamonkuja,,1,19
Petsamonranta,,4,20
Petsamontie,,2,161
Petterintie,,3,61
Petäisentie,,49,329
Petäjäkatu,,2,2
Pieksämäentie,,101,1239
Piennartie,,1,3
Pihlajakatu,,1,45
Piilopirtintie,,36,74
Piispalanmäentie,,41,71
Pirttiläntie,,31,116
Pirttirannantie,,31,61
Pirttiseläntie,,35,
Pistotie,,4,
Pitkäahontie,,11,87
Pohjois-Konttilantie,,169,
Pohjois-Rastintie,,4,45
Pohjoistalontie,,20,205
Poikkikatu,,5,
Pollenkatu,,1,14
Poskilammentie,,3,29
Poste Restante,,,
Pulpettipolku,,4,
Puolukkatie,,1,20
Purolantie,,1,9
Putamonkatu,,3,19
Putkinotkontie,,60,111
Putramontie,,68,134
Puusepäntie,,4,14
Päivärannantie,,1,46
Päivölänkatu,,3,10
Pääskynkatu,,1,21
Raiviontie,,2,188
Rajakatu,,2,4
Rajalanniementie,,333,815
Rajavainiontie,,42,184
Rakkaudenkuja,,2,8
Ralliraitti,,101,
Rannantie,,46,228
Rantakatu,,3,26
Rantakyläntie,,55,71
Rantalantie,,40,76
Rantatie,,7,171
Rantavuorentie,,108,186
Rastinsalmentie,,28,
Ratapohjantie,,95,507
Ratavahdinkatu,,2,6
Rautalammintie,,1,252
Rautatienkatu,,3,
Raviradankatu,,1,5
Raviradantie,,2,
Ravurinkatu,,1,15
Rehtorinpolku,,3,9
Repolantie,,24,
Rieponlahdentie,,76,1235
Rikunpolku,,1,4
Rinnekatu,,4,16
Rinnemajantie,,1,7
Risupolku,,1,12
Ritolantie,,44,88
Rovastinkatu,,2,6
Ruomannintie,,46,
Rusthollintie,,38,40
Rutnikkaniementie,,46,
Ruunikonkatu,,3,14
Rämpsäntie,,38,170
Rännälinkatu,,6,
Saaroistentie,,51,320
Sairaalakatu,,1,10
Sairaalapolku,,2,7
Sakarilantie,,38,
Salmensuuntie,,25,55
Salmisentie,,662,779
Sammalpolku,,1,8
Sammalseläntie,,2,14
Sammonkatu,,6,8
Saniaispolku,,1,6
Sapelitie,,12,30
Sarapolku,,1,7
Sarkapolku,,1,
Sarkatie,,2,14
Sarviniementie,,38,100
Satamakatu,,1,201
Satulamäentie,,2,292
Savijärventie,,41,73
Savonkatu,,1,
Selänrannantie,,88,263
Seppäläntie,,96,132
Siekontie,,100,128
Siepontie,,8,140
Siioninsillankatu,,2,28
Siniojantie,,30,30
Sirkkalantie,,26,28
Soitunlahdenkatu,,1,11
Soppi,,4,6
Suhontie,,70,702
Suihkolantie,,11,27
Suonenjoentie,,1226,1248
Suorinteentie,,32,
Suurijärventie,,1,156
Suutarinkuja,,2,5
Suvelantie,,2,35
Särkisentie,,248,450
Tapulikatu,,2,11
Tattarintie,,42,126
Tavaajanpolku,,5,
Tenhanniementie,,115,273
Tervalankatu,,2,8
Tervalanranta,,1,4
Tervaniementie,,33,
Teräsmiehenkatu,,1,3
Tiedonkaari,,2,12
Tietoniekantie,,2,
Tilhinkatu,,1,25
Toimenkatu,,1,7
Tyynelänpolku,,3,17
Tyyrinmäentie,,52,718
Töpinäntie,,35,
Töyrykatu,,1,4
Ukkolankatu,,3,30
Ukkolantie,,16,231
Urheilutie,,3,7
Uusraitti,,75,231
Valakankuja,,1,14
Valkeisenkatu,,3,20
Vanha-Laitilantie,,30,108
Vanha-Tyyrinmäentie,,16,236
Vanhamäentie,,1,122
Vanhatalontie,,42,88
Varsapolku,,1,5
Vehvilänsalontie,,15,789
Vehviläntie,,32,1774
Venetsiantie,,23,214
Veräjäpolku,,3,12
Vieruntie,,34,86
Viipperontie,,54,912
Vikurinkuja,,1,11
Vilhulantie,,125,451
Virmaanrannantie,,141,576
Virmastie,,17,37
Vuohiniementie,,16,184
Vuorelantie,,53,107
Väinöläntie,,244,
Väinönkatu,,3,14
Välikankaantie,,15,57
Väntöntie,,27,45
Västinniementie,,22,86
Vääräjärventie,,115,369
Yläkoskentie,,3,5
Yläpurontie,,8,14
Ylätalontie,,83,
Ylätie,,11,25
Ylöläntie,,37,67
Yrittäjänkatu,,1,3
Ysitie,,1188,4169
Äestie,,1,3
