street_fi,street_sv,lono,hino
Haapatie,,2,50
Haarajoenkatu,,1,27
Haarajoenkuja,,2,10
Haarajoentie,,,
Halkiantie,,68,
Honkatie,,2,32
Hopeakuusenkatu,,1,12
Ivarsintie,,61,66
Jalavatie,,1,19
Kaskitie,,,
Katajatie,,15,22
Koivutie,,2,39
Kotipihlajankatu,,2,
Kulmapolku,,11,37
Kuusiaitapolku,,1,
Kuusitie,,29,44
Lehmustie,,2,40
Lehtikuusenkatu,,4,16
Lehtokuja,,1,6
Leppätie,,3,28
Linjatie,,5,22
Loimukoivunkatu,,1,15
Mahonkikatu,,1,16
Marjakuusenkatu,,1,14
Mäntytie,,1,33
Närekatu,,3,23
Närekuja,,1,
Näretie,,1,25
Paatsamakuja,,1,6
Pajutie,,1,6
Pesäkuusenkatu,,1,14
Petäjätie,,1,35
Pietilä,,1,
Pihasireenikuja,,4,6
Pihlajakuja,,1,13
Pihlajatie,,1,30
Piilipuunkuja,,5,14
Piilipuuntie,,4,141
Poppelikuja,,4,6
Poste Restante,,,
Punapuunkatu,,2,12
Pyökkitie,,1,7
Pähkinäpuunkatu,,1,33
Raitakatu,,1,
Raitatie,,1,68
Rauduskoivunkatu,,1,20
Riippakoivunkatu,,4,16
Seetrikatu,,1,4
Sinikuusenkatu,,1,7
Sireenikuja,,,
Sireenitie,,1,14
Taimitie,,1,10
Tammikuja,,3,
Tammitie,,1,28
Tuomitie,,1,14
Vaahteratie,,1,18
Valkokuusenkatu,,6,16
Visakoivunkatu,,6,
Vuorimännynkatu,,1,6
Vähänummentie,,63,65
