street_fi,street_sv,lono,hino
Ahlmanintie,,21,38
Ahventie,,1,12
Eerikinkatu,,1,12
Eväkuja,,1,6
Haavikuja,,1,5
Hailikuja,,1,7
Hanhitie,,1,15
Haukikuja,,1,5
Haukitie,,1,9
Hevoshaankatu,,1,11
Hevosmiehentie,,1,14
Joutsentie,,1,20
Kaivolähteenkuja,,1,12
Kalliotarhankatu,,1,
Kauppalankatu,,47,
Kimonkaari,,1,13
Kurvinniitynkuja,,3,7
Kustaankatu,,1,12
Kuusanlammentie,,3,16
Kyllikintie,,2,8
Lahnatie,,1,6
Laidunkuja,,1,6
Laukontie,,2,16
Laurinkatu,,1,12
Lehtokuja,,3,6
Lehtomäenkatu,,12,14
Liinakkopiha,,1,15
Liinakonkierros,,1,13
Liisankatu,,1,11
Lohenperä,,1,17
Lohimutka,,1,12
Lohitie,,1,9
Lokkitie,,1,6
Madekuja,,1,3
Matinkatu,,3,10
Matinkuja,,1,
Mertakuja,,1,10
Mikonpolku,,3,
Nuotanperä,,3,18
Nuottakatu,,1,33
Otonkuja,,3,20
Pekankuja,,1,3
Ratsuraitti,,1,
Raudikonkaari,,1,23
Ravikatu,,2,37
Ravilankaari,,1,36
Ravitallinkuja,,21,
Ristonkuja,,1,14
Rohtokalliontie,,2,
Ruuhikaari,,1,26
Saarestie,,1,15
Salmentie,,1,24
Salmentöyryntie,,1,24
Savontalontie,,1,8
Suurensuonkatu,,2,18
Suurojankatu,,1,16
Särkitie,,1,10
Talonpojantie,,4,
Tanelinkatu,,1,13
Tapiontie,,1,13
Tiiratie,,1,6
Torkkelintie,,2,13
Tyttilammenkatu,,1,61
Ulasenkatu,,1,10
Utunmäentie,,1,17
Valakkapiha,,1,11
Valjaskuja,,1,16
Valkealantie,,1,13
Verkkokatu,,1,26
Vesitorninkatu,,4,53
Viklatie,,1,6
