street_fi,street_sv,lono,hino
Haapasenrannantie,,47,
Haapasenranta,,186,
Heinävedentie,,3167,3241
Hietaniementie,,22,152
Kontiaisentie,,58,218
Käpylahdentie,,20,193
Lantereenniementie,,3,234
Näädänmaantie,,137,719
Rantaharjuntie,,38,
Riihiharjuntie,,23,109
Riihimäentie,,18,66
Riihiniementie,,,
Riuttaniementie,,158,
Ropantie,,254,282
Suvasvedentie,,17,161
Syrjärannantie,,34,68
Taipaleentie,,120,525
Torvenharjuntie,,26,92
Torvensalontie,,23,58
Ukonkankaantie,,25,
Vaahtovanmäentie,,15,91
Varpasentie,,41,131
