street_fi,street_sv,lono,hino
Förstintie,,2,48
Haapikyläntie,,6,96
Hakalantie,,35,89
Honkilahdentie,,20,
Isokankaantie,,63,
Isontuvantie,,21,57
Kivikankaantie,,39,68
Kivimaantie,,64,110
Kivirannantie,,50,
Kontiaisentie,,8,440
Koskenrannantie,,1,110
Lammassaarentie,,9,
Lappajärventie,,8,355
Lappisentie,,41,586
Laukkosentie,,3,249
Luhtalantie,,160,245
Matoniementie,,3,55
Palojärventie,,500,1176
Palokankaantie,,50,147
Pellisentie,,3,245
Purmojärventie,,352,937
Raimontie,,11,49
Saarentie,,79,197
Torpantie,,30,38
Tyynismaantie,,2,740
Valkosalontie,,11,151
Vesterbackantie,,45,214
Vähäkankaantie,,19,37
Vähäpellisentie,,45,
