street_fi,street_sv,lono,hino
Haapala,,,
Hattukorpi,,,
Hattumäentie,,35,424
Heinikanrannantie,,69,
Iisakkilantie,,26,92
Jokelantie,,149,
Karttulantie,,552,979
Kauppakulma,,,
Kemilänniementie,,35,302
Kirkkoharjun T.H,,,
Kiukooahontie,,601,977
Kiukoonaho,,,
Kiukoonahontie,,,
Kivimäentie,,,
Korkeaharju,,,
Korteniemi,,,
Kotala,,,
Kukkola,,,
Lehdonmäentie,,169,233
Lehtola,,,
Lehtolantie,,64,150
Leppäharju,,,
Leväahontie,,28,324
Levälahdentie,,28,
Leväsentie,,79,547
Näreniemi,,,
Ohenmäentie,,45,69
Paanaslahdentie,,14,461
Palosenrannantie,,42,272
Petäjäjärventie,,878,1098
Pien-Ristisentie,,75,
Porrasranta,,,
Raja-Aho,,,
Repomäentie,,20,203
Ristinen,,,
Ristisentie,,8,895
Ristiskoskentie,,31,184
Soukonlahdentie,,304,342
Vehmaanranta,,,
Vehmaantie,,208,339
