street_fi,street_sv,lono,hino
Ahmatie,Järvvägen,1,10
Ajopolku,Skallgången,1,17
Fastholma,Fastholmen,72,
Hiihtomäentie,Skidbacksvägen,20,46
Hillerikuja,Illergränd,1,6
Hirvitie,Älgvägen,1,16
Höökintie,Höökens Väg,1,17
Ilvestie,Lovägen,1,17
Karhunkaatajantie,Björnjägarvägen,2,32
Karhutie,Björnvägen,11,53
Kettutie,Rävvägen,1,19
Kitusentie,Kitunens Väg,2,23
Kärppäkuja,Hermelingränd,1,
Majavatie,Bävervägen,1,31
Mäyrätie,Grävlingsvägen,1,14
Näätäkuja,Mårdgränd,1,18
Näätätie,Mårdvägen,1,21
Oravatie,Ekorrvägen,1,52
Peuratie,Renvägen,1,15
Portimopolku,Vesslestigen,1,16
Siilikuja,Igelkottsgränden,1,10
Siilitie,Igelkottsvägen,1,22
Sissosenpolku,Sissonens Stig,6,
Sissosentie,Sissonens Väg,1,20
Sopulirinne,Lemmelbrinken,2,5
Sopulitie,Lemmelvägen,1,31
Susikuja,Varggränd,10,
Susitie,Vargvägen,2,31
