street_fi,street_sv,lono,hino
Aatunkatu,,2,12
Herajoentie,,309,315
Hiojankatu,,1,34
Hyttimestarinkatu,,1,20
Hyttitie,,3,19
Ilmarintie,,1,20
Ilveskatu,,5,26
Kaivertajankatu,,2,12
Kernaalantie,,2,99
Koivulantie,,20,22
Kolehmaisenkatu,,33,47
Kormuntie,,210,350
Koukkulantie,,225,294
Kumelantie,,12,34
Lasilantie,,1,15
Lasitehtaanaukio,,1,3
Lasitehtaantie,,12,63
Lehmustie,,1,14
Lehtolantie,,49,51
Luhtaniityntie,,5,
Luhtasuontie,,5,31
Länsitie,,35,94
Maikinpolku,,2,12
Markkinatie,,5,17
Markkulantie,,3,42
Mikontie,,1,4
Oivantie,,1,4
Peltomäentie,,4,8
Petäjätie,,4,
Pillikatu,,1,4
Pirttitie,,4,85
Puhaltajankatu,,1,55
Punkantie,,1,379
Rajaportintie,,60,113
Reunalantie,,20,132
Rinnetie,,9,15
Riuttantie,,71,200
Sipiläntie,,167,244
Tehtaankatu,,23,27
Tehtaanportinkatu,,1,
Toivonmetsä,,1,
Toivonpolku,,2,14
Toivontie,,1,10
Töyryläntie,,6,12
Upokkaantie,,1,46
Vanha Punkantie,,8,463
Vehmaksentie,,1,6
Viljamintie,,2,4
