street_fi,street_sv,lono,hino
Aarintie,,1,
Aherruksentie,Aherrusvägen,2,10
Alhonkangas,,1,19
Alhonkuja,,1,8
Alpertinkuja,Alperttis Gränd,1,7
Asemakatu,,2,9
Asujamaantie,,32,72
Aurakuja,,1,6
Autiontie,,2,4
Autokuja,,1,8
Castrenintie,,3,9
Eefferinniemi,Eefferisudde,2,6
Eevantie,,1,6
Einonkuja,,1,6
Ellfolkinkatu,,5,7
Elmerintie,Elmeris Väg,1,4
Eläinpuistontie,Djurparksvägen,2,12
Eriksoninkatu,,2,26
Etelämäentie,,1,10
Eteläpiha,,1,7
Etelärinne,,1,9
Haapasaarentie,Haapasaarivägen,37,53
Haapasentie,,4,
Haarannantie,,7,21
Hagmanintie,,2,10
Hajottamontie,,2,30
Hamekuja,,1,4
Hanhimäentie,,9,33
Hannulankangas,,11,33
Harakkalantie,,9,22
Haravatie,,1,7
Hartikankuja,,1,11
Hautamäenlenkki,,8,33
Hautausmaantie,,5,
Hietalantie,Hietalavägen,2,251
Hietaperäntie,,40,
Hietavuorentie,,51,
Hintuntie,,1,9
Hirsikankaantie,Hirsikangasvägen,1,3
Hirventie,,5,
Hoikkalanmäentie,,10,30
Hongankuja,,20,
Hongistontie,,1,8
Honkakuja,Furugränden,1,
Honkalantie,,19,140
Honkiperäntie,,2,490
Huhdantanhua,,25,
Huhtakankaantie,,33,35
Huhtapellontie,,2,15
Hyypänkuja,,4,
Hyypäntie,,1,11
Isonkedontie,,9,30
Jaskankuja,Jaskagränden,2,6
Jatkonevantie,Jatkonevavägen,57,
Jokelantanhua,Jokelatåget,30,
Jokitanhua,,5,20
Kaarliinintie,Kaarliinivägen,25,
Kajaanintie,,457,822
Kallenniementie,,3,
Kappalaisentie,,1,19
Karjatanhua,,4,65
Kasikulma,,1,6
Kasikulmantie,,3,5
Kaukovaarantie,Kaukovaaravägen,1,13
Kaunontie,,1,20
Keijolantie,,3,6
Kesäniementie,,1,4
Ketokuja,,1,3
Ketopaikantie,Ketopaikkavägen,12,
Kiertotie,,1,16
Kirkkoherrankuja,,14,
Kirkkosaarentie,,1,
Kiusankrintintie,,5,
Kiviharjun Kaari,,3,
Kiviharjunpolku,,5,9
Kiviharjuntie,,1,11
Kivikrintinpolku,,12,41
Kivimäki,,11,
Kivinevantie,,3,
Kivitorinpolku,,2,4
Klapurinjärvi,,,
Klapurintie,,90,504
Kleemolantie,Kleemolavägen,1,26
Koivukankaantie,,14,151
Koivutanhua,Björktåget,7,21
Komosalontie,,16,84
Korpijärventie,Korpijärvivägen,2,
Korpisalontie,,34,
Koskelantie,,7,81
Koskitie,,1,9
Kotohaantie,,9,13
Koulukatu,,1,7
Koulukuja,,2,5
Kourijärventie,,,
Kourintie,Kourivägen,12,
Kraatarinkatu,,1,6
Krekilänkuja,Krekilägränden,6,12
Krekiläntie,Krekilävägen,24,71
Kriksinmäentie,,32,
Kruukintie,,36,
Kruutikellarinkatu,,3,5
Kukkonmäentie,,4,15
Kulmalantie,,5,25
Kumpukuja,,1,6
Kumpulantie,,2,39
Kunkaantie,,64,439
Kurunkankaantie,,1,19
Kuumäentie,,9,
Kuusikkotie,,1,4
Kuusistontie,,20,
Kuuskankaantie,Kuuskangasvägen,76,
Kälviänkatu,Kelviågatan,6,16
Kälviäntie,Kelviåvägen,2,1970
Laajalantie,,5,60
Lampinkankaantie,,62,70
Lampitie,,1,3
Lennokkitie,Modellflygsvägen,62,
Leppälaksontie,,86,
Lukkarinmäki,,1,33
Lukkarintie,,1,7
Länsipakantie,Länsipakkavägen,3,45
Maaherrankatu,,1,39
Martinkankaantie,,14,16
Marttilankatu,,1,10
Matintalontie,,18,
Matkalantie,,4,106
Matkuskorventie,Matkuskorpivägen,2,220
Maunulantanhua,Maunulatåget,1,27
Maunumäentie,,3,114
Meijeritie,,2,7
Metsäpolku,,1,8
Miekkojanmäentie,,3,44
Mikkolantie,,1,7
Muhosentie,,35,61
Muuntoasemantie,,18,30
Muurmestarintie,Murarmästarevägen,1,8
Myllykankaantie,,36,
Myllytie,,1,7
Mäkeläntie,,2,28
Mäkikuja,,1,4
Mäkipisto,,1,7
Mäkirinne,,2,8
Männikkötie,,3,9
Mäntösaari,,2,6
Möksäsaarentie,,20,
Nahkurinkuja,,2,6
Nikkarintie,,1,8
Nurilantanhut,,3,32
Nurisalontie,,51,77
Nurkkalantie,,5,35
Nurmelantie,,5,
Ojakorventie,,75,
Ojapolku,,6,
Ojarannantie,,5,144
Opistokatu,,1,7
Opistontie,,1,4
Oppipolku,Lärostigen,3,5
