street_fi,street_sv,lono,hino
Aapontie,,1,12
Ahjolantie,,2,
Ahmatie,,1,15
Ainonkuja,,2,6
Akankuja,,1,6
Alaniityntie,,6,18
Alasorvantie,,1,
Aleksis Kiven Tie,,1,27
Alhonniituntie,,1,8
Annanpolku,,1,7
Antturintie,,1,9
Aropellonkuja,,3,7
Aropellontie,,1,9
Askarintie,,6,90
Aspinniituntie,,3,266
Aurinkorinne,,2,31
Eerikinlaaksontie,,2,117
Eerontie,,1,6
Einolantie,,2,20
Einonkuja,,2,10
Elomaantie,,74,84
Elomäenkuja,,10,27
Elomäentie,,16,89
Envallinkuja,,3,
Envallintie,,3,24
Esantie,,76,
Haakinmäentie,,4,69
Haapakorventie,,81,463
Haapakuja,,1,3
Hakapellonkuja,,5,21
Hakapellontie,,6,68
Hallasuontie,,159,
Heikkarinkuja,,1,5
Heikkiläntie,,1,27
Heinojantie,,25,107
Helunankuja,,3,10
Hevosenkenkä,,1,27
Hevoshaantie,,2,18
Hindrikanpolku,,1,7
Hirvipellontie,,40,99
Hirvitie,,1,5
Hongisojantie,,264,482
Huhdanojantie,,6,36
Hynnänkorventie,,91,585
Hämeenlinnantie,,139,174
Hölkkäpolku,,2,5
Ihantolantie,,1,12
Iivarintie,,1,47
Ilveskaari,,5,29
Ilveskuja,,1,10
Ilvestie,,2,6
Ilvesvuorenkatu,,1,45
Juhanintie,,1,24
Jukankuja,,2,14
Jukolantie,Jukolavägen,3,44
Junnunkuja,,1,5
Jussilankuja,,19,150
Jussinmäki,,27,37
Jussintie,,2,21
Järventaustantie,,581,595
Järvitie,,1,17
Kaivotie,,1,25
Kalliotie,,2,6
Karhunkierros,,1,
Karhutie,,1,19
Karrinkuja,,2,7
Kauppanummenkuja,,3,
Kauppanummentie,,1,8
Kaurapellontie,,1,4
Keikkumäentie,,30,325
Keskuskuja,,1,3
Keskustie,,1,15
Kielovaarantie,,2,13
Kilpeläntie,,4,313
Kinkerikuja,,2,4
Kirkkarintie,,1,12
Kirkkotie,,520,997
Kirstaantie,,1,16
Kiulutie,,1,14
Kohosentie,,63,140
Koivikontie,,2,11
Kontiotie,,3,5
Kotirinteentie,,1,46
Koutintie,,6,153
Krannilanpolku,,3,
Krannilantie,,2,24
Kullantöyrääntie,,7,163
Kulomäentie,,56,366
Kuokkalantie,,2,7
Kuusimäentie,,1,17
Kuusirinne,,1,6
Kuuttoontie,,26,89
Kylmänojantie,,119,327
Kyläjoentie,,31,521
Kytöportaantie,,6,279
Laaksotie,,3,8
Laidunkaari,,,
Laiduntie,,5,14
Laukkakaari,,2,30
Laukkapelto,,1,11
Laukkutie,,1,8
Laurintie,,1,14
Lepomäentie,,33,152
Leppäahontie,,2,53
Lumpperinmäki,,1,8
Lumpperintie,,1,27
Lääkärintie,,2,9
Maahismettä,,5,55
Maaniituntie,,2,24
Mahlamäentie,,1,16
Mahlamäki,,3,
Malakiaksentie,,1,9
Marjatie,,11,99
Metsäläntie,,27,51
Metsämiehenkuja,,3,
Metsäpurontie,,6,47
Miilusuontie,,3,27
Murronkaari,,6,16
Mustakorventie,,2,31
Mutaanmäentie,,80,213
Muurikinkuja,,3,12
Myllypolku,,,
Mäensyrjä,,1,16
Nahkurintie,,1,18
Nallekuja,,1,6
Niemimäenpolku,,31,65
Niemimäentie,,6,94
Nikkarinkuja,,4,10
Nikkarinmäki,,3,22
Nikontie,,3,7
Nummensyrjä,,5,23
Nummentie,,152,222
Ohjastie,,1,16
Ojakkalantie,,2,133
Ojamäentie,,1,140
Ojankotie,,1,9
Orastie,,1,18
Orikiventie,,5,56
Otsotie,,2,29
Paimentie,,2,20
Pajarinteentie,,17,23
Pappilantie,,1,90
Parkkimäenkuja,,3,8
Partekintie,,3,
Pekonkuja,,1,14
Pekonrinne,,4,8
Pekontie,,1,31
Peltomiehenkuja,,4,6
Peltotie,,1,21
Perttulantie,,1,416
Peuratie,,2,4
Piennarpolku,,,
Pihakuja,,1,4
Pikku-Raiva,,32,76
Pinomäentie,,1,10
Pirkankuja,,3,
Polvitie,,1,12
Porarintie,,1,18
Porkantie,,4,22
Porotie,,2,4
Poste Restante,,,
Pratikankuja,,1,13
Puimalantie,,1,8
Punamullantie,,1,29
Puontilankaari,,1,9
Puontilantie,,3,
Purupolku,,,
Puurata,,1,17
Raalantie,,1,599
Raiskionkuja,,12,17
Raiskionpolku,,20,50
Raiskiontie,,4,164
Rajalantie,,11,121
Rajamäentie,,2,250
Rannikonmäenkuja,,6,8
Rannikonmäenpolku,,2,12
Rannikonmäentie,,1,90
Raunionkuja,,3,8
Ravikaari,,1,15
Ravipelto,,2,12
Reitamaantie,,1,7
Reunapolku,,3,7
Riihipellontie,,1,
Riitamäentie,,32,111
Rinnekuja,,2,6
Rinteläntie,,1,
Ruispellontie,,1,
Runoilijantie,,1,12
Ruohonkuja,,3,
Sairaalantie,,2,
Sakarantie,,1,26
Salkolankuja,,4,6
Salkolantie,,1,6
Salomäentie,,6,27
Santunrinne,,2,4
Santuntie,,1,18
Savikuja,,2,8
Sepelimäki,,13,17
Seppäläntie,,2,23
Sepäntie,,1,6
Siippoontie,,381,713
Simeonintie,,1,7
Sisutie,,1,7
Sompionkuja,,2,
Sompiontie,Sompiovägen,1,17
Sorvankaari,,1,14
Sorvanmutka,,3,9
Sorvanrinne,,1,7
Suitsitie,,,
Suntionkuja,,2,
Suojalantie,,1,138
Suomelankuja,,38,50
Suomelantie,,7,90
Suontaantie,,16,140
Säätiöntie,,1,16
Taavanpolku,,1,4
Taipaleentie,,158,518
Tammistontie,,2,7
Tehotie,,,
Timontie,,1,9
Toreenintie,,1,59
Tuomaantie,,1,14
Tuomelankuja,,,
Tuomelanraitti,,4,87
Ullantie,,1,7
Urheilutie,,1,5
Uudenpellontie,,36,65
Valkojantie,,30,65
Vanhanveräjäntie,,1,25
Varastotie,,2,22
Vehnäpellontie,,2,4
Veikonkuja,,2,8
Venlantie,,1,10
Veräjänkierto,,1,35
Vesitornintie,,2,13
Vesselikuja,,3,6
Vilho Askolan Raitti,,1,
Vilhontie,,2,10
Väinöläntie,,1,53
Väinönkuja,,3,8
Väinöntie,,4,10
