street_fi,street_sv,lono,hino
Aittaseläntie,,54,130
Ajastontie,,57,
Alangontie,,12,
Autionmäentie,,136,
Erämiehentie,,3,
Hakarannantie,,3,33
Heilamäentie,,86,192
Heilumäentie,,130,192
Helmeläntie,,88,
Hiekkaniementie,,8,73
Hietaanlahdentie,,8,
Hietjärventie,,18,70
Honkapääntie,,161,846
Horpintie,,29,79
Hovimäentie,,31,47
Husantie,,6,116
Hyttymäentie,,7,77
Ihantolantie,,68,629
Ilokankaantie,,202,258
Jakolantie,,45,
Kaitueentie,,46,197
Kalaojanpolku,,119,123
Kanteleentie,,10,68
Kartanonahontie,,118,629
Katanonahontie,,499,
Keinulantie,,10,16
Keppolantie,,9,150
Kesärannantie,,5,23
Kirkkolahdentie,,46,82
Kirveslahdentie,,13,47
Kiurulahdentie,,75,
Klemetintie,,6,71
Knaappilantie,,68,217
Koitinkaari,,12,16
Koitintie,,927,1513
Koivikontie,,26,
Konttikoskentie,,20,109
Korkeavuorentie,,12,
Kotasaarentie,,9,25
Kousantie,,9,247
Kuivajärventie,,33,260
Kuivaniementie,,22,126
Kultakalliontie,,3,
Kumuntie,,844,1298
Kurkivehmaantie,,7,199
Kuusilehdontie,,10,166
Kuusirinteentie,,,
Kuuslehdontie,,10,
Käpyläntie,,10,64
Köppänänkalliontie,,81,91
Lautsillantie,,142,165
Laviantie,,10,179
Lehtosalontie,,37,47
Lemmonlammentie,,213,
Lemmonmäentie,,11,351
Lepsalantie,,13,892
Liitekankaantie,,5,
Likolahdentie,,22,
Lomarannantie,,8,14
Luotikasjärventie,,2,224
Lähteentie,,39,135
Marja-Ahontie,,10,38
Matalarannantie,,7,15
Metsolanniementie,,42,
Metsontie,,16,26
Metsäpurontie,,50,66
Mikontie,,145,151
Muistolantie,,3,
Multamäentie,,67,
Mäntymäentie,,21,53
Niinimäentie,,6,48
Nokantie,,2,1406
Nuhkoniementie,,23,33
Nuhkuniementie,,31,481
Nuottakalliontie,,38,70
Panulantie,,15,33
Pellonpääntie,,16,28
Pertunmaantie,,1199,
Pikontie,,48,326
Pirkonlehdontie,,12,142
Pirttiniementie,,8,76
Puumalantie,,10,124
Puustellintie,,24,34
Pyyntie,,27,31
Pyöreälammintie,,182,190
Rajakiventie,,49,142
Rajalantie,,104,164
Rajamäentie,,52,80
Rekolantie,,25,89
Retunojantie,,209,
Riutta-Ahontie,,9,95
Riuttalantie,,8,105
Ruoholantie,,13,26
Ruokolahdentie,,153,
Ruulintie,,24,34
Saarijärventie,,14,211
Sankarintie,,35,102
Sikkolantie,,15,150
Siltalahdentie,,36,40
Suojoensuuntie,,102,389
Suuruspääntie,,59,114
Talvisentie,,2,20
Teikarlahdentie,,114,390
Tennintie,,13,278
Tervaniementie,,164,188
Tiilruukuntie,,10,
Tuparinteentie,,10,20
Turunniementie,,2,4
Tuulentie,,31,
Tyynelänraitti,,26,
Uotilantie,,31,61
Uusi-Laattalantie,,82,82
Uutelantie,,66,
Valkealammintie,,111,249
Varpulantie,,2,6
Vastamäentie,,3,305
Viaporinkankaantie,,15,
Viaporinniementie,,20,30
Viaporintie,,54,74
Vierumäentie,,24,
Viidanpääntie,,13,67
Vähä-Kanteleentie,,65,135
Yölinnunpolku,,44,50
Yölinnuntie,,5,476
