street_fi,street_sv,lono,hino
Anttilantie,,5,109
Hanniemenkuja,,1,9
Hanniementie,,3,107
Hielankärki,,,
Hietalantie,,48,
Hietapiha,,8,22
Huvirannantie,,17,23
Ilmakantie,,40,87
Isovuorentie,,4,18
Jaakkolantie,,8,59
Jaatistentie,,80,86
Jakkolantie,,39,59
Joenalantie,,67,78
Juokontie,,3,23
Kaisniemenkuja,,8,12
Kalliosivuntie,,3,10
Karjalantie,,6,104
Kasulahdentie,,9,21
Kettupolku,,28,33
Kiviniementie,,2,545
Kivistöntie,,4,73
Koivurinne,,2,35
Komontie,,10,100
Korpilahdentie,,124,156
Kulmasuontie,,1,28
Kultakalliontie,,24,154
Kupikkalaanintie,,12,38
Kyläkalliontie,,4,8
Laivarannantie,,1,24
Lautahaasia,,8,108
Lautakodantie,,2,308
Leppälähteentie,,110,204
Maijankärki,,2,10
Majakkatie,,17,43
Merosentie,,2,62
Metsäkulmantie,,40,475
Pahasuontie,,5,126
Paimelanraitti,,27,91
Paimelantie,,454,714
Paimenpolku,,9,33
Palkkisillantie,,16,
Petäjälahdentie,,,
Petäjälahti,,7,87
Pikonpolku,,28,42
Pitkänsillantie,,465,817
Puhkalantie,,33,95
Pyhtmäentie,,2,72
Pykälistö,,13,41
Pykäläntie,,107,117
Pyyryläntie,,332,382
Ratsukuja,,10,24
Ratsutie,,3,52
Riistamanpolku,,15,17
Ryynäsentie,,101,148
Sahantie,,19,25
Salmenkalliontie,,11,37
Sarvantie,,39,110
Sarvennenänkärki,,18,72
Sarvennenäntie,,15,266
Savistenmäentie,,15,
Sepänaho,,129,287
Sireenikuja,,2,12
Soputie,,1,17
Suntintie,,25,39
Suullistenkärki,,14,68
Suullistenpohja,,8,18
Suullistentie,,55,57
Taarastintie,,25,
Talvitie,,13,57
Tilustie,,1,8
Torpanpolku,,15,24
Tuikkeentie,,12,
Tuossuontie,,3,55
Vaania-Anttila,,19,164
Vaaniantie,,110,812
Vakaniementie,,2,159
Valkeajärventie,,7,54
Vanhanrannanpolku,,3,13
Vanhanrannantie,,13,18
Vesivehmaantie,,5,41
Vihtastentie,,53,125
Virtalantie,,8,19
