street_fi,street_sv,lono,hino
Ansolahdentie,,,
Ansolammentie,,6,20
Ansonniementie,,6,10
Hautakankaantie,,17,50
Hiekkalahdentie,,,
Hirvolanvaarantie,,1,12
Honkaniemenraitti,,6,9
Honkaniementie,,,
Jormontie,,3,6
Kanervakummuntie,,2,8
Karjalajärventie,,15,20
Kerimäentie,,1,50
Kesäranta,,5,7
Ketolanlahdentie,,9,
Ketolansaari,,1,10
Ketolantie,,1,26
Ketunnenäntie,,4,
Koivumäentie,,6,
Koivumäki,,1,4
Konttisenniementie,,2,9
Korteojantie,,4,32
Korvenniementie,,5,50
Kulhanharjuntie,,7,9
Lahdentauksentie,,3,32
Laka-Ahontie,,16,34
Lakovaarantie,,6,75
Leppäkalliontie,,1,8
Mäntykankaantie,,6,10
Niemelänkuja,,9,13
Niemeläntie,,,
Pahatsuntie,,1,17
Pekkalantie,,2,6
Petäjäjärventie,,5,15
Päivärinne,,3,7
Päivärinteentie,,,
Raikuuntie,,2,29
Rajalahdentie,,,
Riita-Ahontie,,2,
Risuperäntie,,4,
Ruhkonlahdentie,,4,
Ruhmaniementie,,5,11
Ruhmanlahdentie,,,
Sahinlahdentie,,7,12
Saunalahdentie,,3,174
Suokonniementie,,12,26
Suomalantie,,2,4
Tetriniementie,,1,7
Toivolanpolku,,1,5
Ukonmäentie,,2,6
Väärämäentie,,160,215
