street_fi,street_sv,lono,hino
Arvonpolku,,4,
Joutsenharju,,44,
Joutsenharjuntie,,21,55
Kappelitie,,1,4
Kastulantie,,3,539
Kiuluverstaantie,,60,66
Koliholmantie,,10,50
Kurkisaarentie,,68,90
Kyöstintie,,65,179
Lapinkyläntie,,99,360
Lassentie,,3,
Niittypolku,,31,59
Nyykoolintie,,2,71
Olavinpolku,,1,3
Paloniementie,,4,65
Petsamontie,,4,
Pihnarinlammentie,,205,
Pihnarintie,,14,
Porintie,,185,1141
Raitaniementie,,3,113
Rajanevantie,,25,
Rantasuontie,,1,3
Rautalammentie,,22,71
Rumalantie,,8,90
Sorttantie,,2,80
Tapiolantie,,1,24
Tervamäentie,,3,5
Turvetehtaantie,,2,4
Vanhatie,,3,9
Vaskiperäntie,,5,298
Vatulantie,,21,351
