street_fi,street_sv,lono,hino
Ala-Jussilantie,,13,25
Arosentie,,14,
Haapasaari,,,
Haavelinnantie,,1,10
Hakatie,,7,11
Harhalantie,,6,10
Hitulahdentie,,36,85
Humalojantie,,7,60
Härkimetsäntie,,1,
Ikinkuja,,1,38
Ison-Pennontie,,4,126
Isopento,,,
Jaanunsaartentie,,11,131
Jokiniementie,,2,9
Jänispolku,,5,17
Kallentie,,2,10
Kalliolahdentie,,11,19
Kanilantie,,8,110
Kenapää,,24,42
Kenkimäentie,,5,41
Kesärannantie,,9,
Kirkkotie,,3,22
Kivirannantie,,25,107
Kivisalmentie,,8,986
Kivisalmi,,,
Knaapintie,,1,101
Koluntie,,2,80
Kuhmalahdentie,,46,400
Kukkamäentie,,6,36
Kulonteentie,,50,
Kultapellonkuja,,20,120
Laiduntie,,51,93
Latamäentie,,15,95
Lautalantie,,8,42
Lehtitie,,1,22
Lepolantie,,1,3
Lieskantie,,107,121
Likkainkallio,,53,59
Maljastentie,,66,281
Marjamäentie,,57,
Mastopolku,,19,
Melkkaantie,,11,
Mustikantie,,1,7
Myllyahontie,,10,62
Myllyojantie,,189,
Nahkurintie,,1,21
Niemenmutka,,17,103
Niemensalontie,,9,110
Nuottakärjentie,,31,55
Nuuruslahdentie,,8,480
Nuurusniementie,,7,106
Orapihlajatie,,11,99
Pappilantie,,1,3
Peltolantie,,45,70
Pikkusaarentie,,11,47
Pirkantie,,3,11
Pohjantie,,375,764
Puntarinraitti,,4,163
Rauhaniementie,,15,51
Ruissalontie,,12,20
Rutasaarenkärki,,7,141
Rutasaari,,27,
Saaritie,,17,30
Salokankaantie,,14,72
Salokuja,,10,
Salonlahdentie,,43,64
Siurontie,,70,112
Staavanpolku,,,
Supastie,,2,27
Suutarintie,,,
Taidetie,,2,
Taka-Ahontie,,33,
Talasniementie,,28,56
Talvisuuntie,,60,
Tervalepäntie,,,
Tonkolantie,,1,9
Tulitikkusaarentie,,25,
Uittomiehentie,,5,112
Utukantie,,6,
Veikontie,,19,
Veräjätie,,1,10
Vuorenranta,,22,55
Yli-Jussilantie,,21,
Ylätalontie,,11,93
