street_fi,street_sv,lono,hino
Aittosalmenkuja,,8,29
Aittosalmentie,,3,169
Arvolantie,,40,400
Erolansaarentie,,9,328
Hautaniementie,,83,129
Heinäjärvenkuja,,21,63
Heinäniemenkuja,,60,78
Heinäniemenpolku,,9,165
Heinäniementie,,5,221
Hevonlahden Kaitasaari,,124,140
Hevonlahden Koivusaari,,114,
Hevonlahden Lamminsalo,,36,642
Hevonlahden Louhisaaret,,14,152
Hevonlahden Muuraissaari,,338,466
Hevonlahden Mäntysaari,,18,748
Hevonlahdentie,,45,502
Ikkaansaari,,82,
Innasenpolku,,3,15
Iso Parkinsaari,,64,
Kangassaari,,48,
Karhilantie,,,
Ketokankaankuja,,53,73
Ketokankaantie,,43,185
Kiikanniementie,,6,298
Kitukalliontie,,33,184
Kivikkoahonkuja,,98,120
Kivikkoahonpolku,,7,43
Kivikkoahontie,,5,279
Kokkosyväntie,,18,131
Kontiosaari,,150,298
Kuivistonlahdentie,,88,164
Kukkakalliontie,,6,50
Lamminjoentie,,38,113
Leväläntie,,188,
Majaniemenpolku,,1,25
Majaniementie,,82,299
Mieronmäentie,,80,258
Mustosentie,,11,105
Naurislahdentie,,4,98
Pallamontie,,14,50
Palvalahdenkuja,,30,61
Päivärannantie,,33,169
Pöllänmäentie,,8,257
Reposaari,,88,
Ristontie,,20,48
Ruotimonsaari,,22,788
Saunalahdentie,,36,62
Takunkannantie,,2,350
Tappuvirran Aittosaaret,,64,78
Tappuvirrantie,,66,474
Tervajoentie,,70,300
Tervalahdentie,,84,110
Tolkkaantie,,47,487
Turusensaari,,12,56
Tölppääntie,,13,72
Ungerinnurkantie,,17,61
Viljolahdentie,,274,2467
