street_fi,street_sv,lono,hino
Alakuja,,5,51
Haapavedentie,,19,226
Hakakuja,,13,40
Hakasaari,,13,33
Hietakuja,,21,39
Huikarintie,,5,367
Huitulantie,,4,29
Häkkiläntie,,21,29
Isonkankaantie,,92,137
Jokelantie,,10,34
Kajaanintie,,1077,1213
Karjannevantie,,133,194
Kiipelinkuja,,7,17
Kivikontie,,1,13
Koivupellontie,,18,44
Kumpuperäntie,,10,171
Kumpusalontie,,5,19
Laulumaantie,,3,30
Lautakaarrontie,,2,18
Lehtikuja,,8,20
Makkaratie,,946,1313
Maliskyläntie,,632,1243
Mökkitie,,16,22
Näsäkuja,,10,29
Pekkapuhdontie,,14,55
Pirttimaantie,,5,226
Päkkisentie,,10,72
Savelantie,,3,49
Seppäkuja,,7,80
Uudentalontie,,1,5
Välikuja,,8,108
