street_fi,street_sv,lono,hino
Haaskantie,,16,58
Hongontie,,54,477
Huovinojantie,,7,240
Iltarinteentie,,47,107
Katteensuontie,,2,234
Kimalan Rantatie,,45,160
Kimalantie,,57,484
Kukkulinnantie,,7,51
Kurintie,,14,133
Käriläntie,,10,372
Lahdentie,,23,708
Maaniitunkulmantie,,27,181
Maasaarentie,,2,64
Muolaantie,,164,287
Mäkitalontie,,10,24
Oikiantie,,66,188
Porsaansuontie,,16,140
Pusulantie,,15,234
Putkarontie,,15,176
Reunalantie,,8,153
Roppakappelintie,,13,121
Ryhtänkyläntie,,92,214
Sarvikunnantie,,64,152
Suntionmäentie,,12,107
Syvänojantie,,7,404
Tuohisaaren Metsätie,,72,74
Tupakkipellontie,,1,68
Turuntie,,430,1040
Vahansaarentie,,19,109
