street_fi,street_sv,lono,hino
Ahopellontie,Ahopeltovägen,9,56
Ahtintie,Ahtivägen,36,54
Alakyläntie,Nerbyvägen,8,268
Axelsinkuja,Axelsgränden,3,13
Haapamäenkuja,Aspbacksgränd,4,12
Hellänpolku,Hellästigen,21,
Hiidenkallionpolku,Hiidenkalliostigen,10,44
Hiirenkirkontie,Trollbergsvägen,8,180
Kalliolankuja,Kalliolagränden,1,15
Keihässalmentie,Spjutsundsvägen,49,75
Kirkkotie,Kyrkvägen,355,448
Korsnäsintie,Korsnäsvägen,165,207
Koukkusaari,,,
Krämersintie,Krämersvägen,10,76
Kukasmaankuja,Kukasmaagränden,22,42
Käkikuja,Gökgränden,20,109
Könnätie,Könnävägen,4,33
Labbaksentie,Labbasvägen,1,52
Laivarannantie,Skeppstrandsvägen,1,29
Lähdekorventie,Lähdekorpivägen,25,96
Lähdeniityntie,Källängsvägen,12,50
Mainiementie,Mainiemivägen,6,41
Orapolku,Taggstigen,7,28
Purolantie,Svartbäcksvägen,36,716
Päkinrannantie,Bäckstrandsvägen,4,10
Päkkipellontie,Bäckåkersvägen,2,30
Rantakuja,Strandsgränden,1,22
Ritvalanpolku,Ritvalastigen,13,22
Sahaniementie,Såguddsvägen,11,49
Savikorventie,,19,
Stikanäsintie,Stikanäsvägen,80,802
Suurkoukkusaari,,,
Syvärannantie,Djupstrandsvägen,4,22
Tervahaudantie,Tjärudalsvägen,71,230
Villbergskärrintie,Villbergskärrsvägen,2,188
Österbäckintie,Österbäcksvägen,5,48
