street_fi,street_sv,lono,hino
Ahvenranta,,,
Ala-Kaakisentie,,3,53
Alapellontie,,1,7
Automaatiotie,,1,
Etelätuulenkuja,,1,7
Fasaanikuja,,1,10
Haapanaperä,,,
Hahtuvankuja,,1,6
Hailuodontie,,1,381
Halkisalontie,,4,10
Hanhiranta,,,
Haukanhaara,,,
Hautalankuja,,2,8
Havaskuja,,1,12
Heinäkuja,,1,4
Heinäsuolankuja,,1,14
Hektorintie,,1,28
Hillakuja,,1,8
Honkakuja,,1,25
Huilukuja,,1,19
Hätälänkuja,,1,7
Isokuovintie,,1,12
Isolanmäki,,16,23
Jeelinkuja,,7,11
Josuankuja,,5,9
Jussilankuja,,1,11
Juurikastie,,1,100
Järvenpääntie,,13,29
Jääsköntie,,1,32
Kaijalankuja,,1,14
Kaislaranta,,12,85
Kalasuolantie,,1,22
Kallenranta,,1,13
Kanelikuja,,1,10
Kanervakuja,,,
Kannistontie,,3,
Kantokuja,,3,9
Kapriskuja,,1,6
Karhikuja,,2,6
Karhuojankuja,,1,9
Karhuojantie,,2,271
Karjalanmajantie,,9,13
Karviaiskuja,,1,10
Karvolankuja,,1,27
Katajakuja,,2,6
Kauppiaantie,,1,51
Kaurakuja,,1,5
Kaverinkuja,,4,12
Kellonsoittajankuja,,1,6
Kerppukuja,,1,33
Kertunmetsä,,1,8
Kesäranta,,6,34
Kevätranta,,1,8
Kirjosieponkuja,,1,6
Kirkkosalmenkaarre,,1,
Kirkkoväärtintie,,1,9
Kirvelikuja,,1,6
Koivukarintie,,20,41
Koivulankuja,,1,11
Koskelonkolo,,,
Kotikuja,,1,50
Kotkankaarto,,,
Koulutie,,1,7
Kouranhaantie,,1,6
Kourankuja,,1,14
Kouranrannantie,,1,3
Kourantie,,1,8
Kovalankuja,,1,10
Kuminakuja,,1,7
Kurkiaura,,,
Kurkkukuja,,1,8
Kuusikkotie,,1,12
Kuusiranta,,2,8
Kylänpuolentie,,116,495
Käpytikankuja,,1,6
Lakkapolku,,3,6
Lammenmutka,,1,14
Lanttukuja,,1,17
Lassilantie,,3,20
Lehmuskuja,,1,5
Lentokatu,,2,
Lentokentäntie,,9,670
Lepikkotie,,1,7
Leppäranta,,1,11
Letontie,,1,345
Lillukkakuja,,1,12
Lokinlento,,,
Lounatuulenkuja,,1,8
Lukkarinkuja,,2,6
Lummintie,,1,23
Luovikuja,,1,6
Luutakuja,,1,4
Madetojankuja,,3,66
Maissikuja,,2,11
Maksakuja,,1,23
Mantelikuja,,1,10
Marjakuja,,1,29
Marjapensaantie,,1,3
Marjapolku,,,
Marjatie,,1,66
Matikanranta,,11,37
Maustetie,,1,43
Meiramitie,,1,16
Merenheimontie,,2,
Merituulentie,,1,21
Mesimarjakuja,,1,15
Metsälauhankuja,,1,5
Metsäpellontie,,28,36
Minttukuja,,1,6
Muovikuja,,1,
Muskottikuja,,1,8
Mustaherukkakuja,,1,8
Mustalinnuntie,,1,23
Myllymetsäntie,,16,32
Myllypellontie,,15,78
Myllypirtintie,,6,72
Myrskyläntie,,2,6
Männikkötie,,1,12
Mäntypellonpolku,,1,18
Mäntyranta,,301,
Mökkiperäntie,,6,61
Nauriskuja,,1,19
Naveronkuja,,2,6
Neilikkakuja,,1,10
Neuvoksenkuja,,1,7
Niementie,,4,94
Niemenväli,,1,31
Niemikorventie,,2,35
Nikkarinkuja,,1,14
Niskametsäntie,,22,
Nostinkuja,,1,21
Nuottakuja,,1,12
Nuottamiehentie,,1,31
Nuottaruohontie,,2,14
Nurmikuja,,2,8
Närekuja,,1,6
Ohrakuja,,1,4
Ollilanmutka,,10,
Onkikuja,,1,10
Opintie,,2,6
Oulunsalontie,,63,
Paapuurinlenkki,,1,43
Pahajärventie,,2,174
Pajakuja,,1,
Pajukuja,,1,8
Pajulantie,,1,8
Palokuja,,1,
Papinjärventie,,1,164
Pappilantie,,1,46
Paprikakuja,,1,11
Pellonpääntie,,1,66
Peltokuja,,1,8
Peltovainiontie,,29,67
Pensastie,,1,17
Penttihermannintie,,5,
Persiljakuja,,2,4
Pesäkuja,,1,9
Peuhunkuja,,52,
Peuhuntie,,122,196
Pihlajakuja,,1,13
Pihlajaranta,,1,18
Piilikuja,,1,16
Pikku-Öörnintie,,1,9
Pikkulokintie,,2,18
Pikkutikantie,,1,8
Pilliläntie,,4,8
Pinaattikuja,,1,14
Pippurikuja,,1,9
Pitkäkankaantie,,10,10
Pohjatuulenkuja,,1,8
Poppelikuja,,1,6
Porkkanakuja,,1,21
Punaherukkakuja,,1,8
Purjotie,,2,11
Purnunnokantie,,1,1577
Putkikuja,,1,10
Päivärinnantie,,1,34
Raitakuja,,1,8
Raparperikuja,,1,11
Reivitie,,2,12
Remeksentie,,13,29
Retiisikuja,,2,12
Riekonmarjakuja,,1,12
Riisikuja,,3,11
Rikikuja,,2,13
Ruiskuja,,2,6
Runkotie,,1,9
Ruokokuja,,4,12
Ruustinnantie,,1,15
Rypsikuja,,1,8
Sahramikuja,,1,9
Salaattikuja,,1,16
Salavakuja,,1,7
Salmirannantie,,1,11
Salonsalmentie,,2,6
Salviatie,,1,13
Saranpääntie,,1,47
Sarkakuja,,2,10
Sarkkirannantie,,20,58
Seilikuja,,3,5
Selleritie,,1,6
Sievinkuja,,7,13
Sillantakanen,,3,26
Simuliininkuja,,1,9
Simuliinintie,,4,10
Sinappikuja,,1,6
Sinivatukkakuja,,3,16
