street_fi,street_sv,lono,hino
Ahmankatu,,1,11
Aumapolku,,1,7
Aurakatu,,1,13
Erämiehentie,,1,27
Etelätie,,1,10
Graanintie,,1,35
Haavikatu,,6,10
Hallankatu,,3,13
Haukankatu,,1,31
Hirvenkatu,,1,11
Huuhkajankatu,,1,
Itärinne,,1,7
Kansanlammentie,,2,23
Karhunkatu,,1,7
Keltasirkunkatu,,1,11
Kontionkatu,,1,5
Koppelonkatu,,1,20
Kotkankatu,,1,16
Kuhankeittäjänkatu,,1,22
Kupomäki,,3,
Kuurakuja,,5,7
Kuutinkuja,,1,6
Kyyhkysenkatu,,3,28
Laavunkatu,,1,11
Leiritulenkatu,,1,13
Levypolku,,2,6
Lyhdekuja,,2,11
Länsiharju,,1,10
Majankatu,,1,6
Naalinkatu,,1,8
Nallenkatu,,1,3
Niemekkeentie,,2,45
Norpankuja,,1,4
Nuotionkatu,,1,9
Nuottakatu,,1,8
Onkikatu,,1,17
Palokärjenkatu,,1,29
Peurankatu,,1,7
Pielestie,,3,12
Piisaminkuja,,1,5
Pohjankaari,,1,9
Poronkatu,,2,8
Punatulkunkatu,,1,22
Pyynkatu,,1,9
Rakovalkeankatu,,,
Rantakaarre,,2,10
Rastaankatu,,1,15
Rauhaniementie,,1,16
Rauhaniemi,,,
Riistakatu,,1,10
Riistarinne,,1,8
Routakuja,,3,6
Sahamiehenkatu,,2,10
Saimaannorpankatu,,1,
Salokaarre,,1,13
Salosaarentie,,2,46
Satakielenkatu,,1,14
Saukonkuja,,1,6
Sinirinnankatu,,1,28
Sudenkatu,,1,8
Talaskatu,,1,7
Talotehtaankatu,,4,6
Tanelinkatu,,1,16
Tapiontie,,1,
Teerenkatu,,1,9
Telkänkatu,,2,15
Tiaisenkatu,,3,
Tuppuralankatu,,36,77
Tuulastie,,1,35
Uistinkatu,,3,5
Valkoviklonkatu,,1,21
Vaneritehtaankatu,,1,12
Vasankatu,,1,10
Verkkokuja,,1,21
Viilupolku,,2,4
