street_fi,street_sv,lono,hino
Furuvikintie,Furuviksvägen,1,7
Gunillankuja,Gunillagränden,1,5
Gunillanpolku,Gunillastigen,1,
Gunillantie,Gunillavägen,1,24
Hevossalmentie,Hästnässundsvägen,2,36
Kajuuttatie,Kajutvägen,1,
Kaljaasitie,Galeasvägen,1,20
Kallioniementie,Kallioniemivägen,1,11
Kasperinkuja,Kaspergränden,13,15
Keulakuvantie,Galjonsvägen,1,18
Koirasaarentie,Hundholmsvägen,26,36
Kutteritie,Kuttervägen,1,31
Kölitie,Kölvägen,1,18
Laajasalontie,Degerövägen,51,90
Lahdensivunpolku,Lahdensivusitgen,10,16
Lorentzinkuja,Lorentzgränden,1,4
Mellinintie,Mellinsvägen,1,10
Nuottaniemi,Nothusudden,,
Otonkuja,Ottogränden,1,5
Porekuja,Brusgränden,1,5
Pursipolku,Slupstigen,1,6
Reiherintie,Reihersvägen,1,13
Rudolfintie,Rudolfsvägen,8,23
Ruoritie,Rodervägen,1,8
Rynnästie,Bogvägen,1,9
Suomensuontie,Finnträskvägen,1,15
Svanströminkuja,Svanströmsgränden,1,10
Taubenkuja,Taubesgränden,2,4
Vanha Sotilastie,Gamla Militärvägen,,
Vuorilahdenpolku,Bergcviksstigen,6,20
Vuorilahdentie,Bergviksvägen,1,7
