street_fi,street_sv,lono,hino
Arpolahdentie,,235,289
Hampunlahdentie,,36,62
Hartikanhiekantie,,2,119
Honkkoniementie,,22,34
Huopalahdentie,,77,114
Huusniementie,,1,46
Joutsenon Rajaluoto,,1,
Kallioniementie,,15,50
Kartlahdentie,,40,50
Karttisentie,,52,171
Katsalahdentie,,16,66
Kilpeinrannantie,,40,62
Kivisaari,,22,120
Kärsämäentie,,,
Livunmäentie,,78,208
Länsitie,,173,
Masalanraitti,,16,58
Mustalahdentie,,159,195
Puikorontie,,13,17
Rantlahdentie,,27,88
Ristlahdentie,,54,68
Temoniementie,,29,
Vitsikkoniementie,,19,55
