street_fi,street_sv,lono,hino
Ahjotie,,2,8
Ahvensalmentie,,20,476
Asontie,,2,4
Eerikkalantie,,18,163
Haapajärventie,,30,510
Haapalantie,,15,199
Haapamäentie,,33,700
Haavipolku,,11,13
Hautolahdentie,,174,345
Hautolahti,,,
Hemmolantie,,16,187
Herralantie,,10,16
Honkamäentie,,59,185
Honkasaarentie,,116,120
Hukkaviidantie,,5,150
Hulasniementie,,7,11
Huttulantie,,1,11
Huuhtajantie,,140,216
Hyvölänsalmentie,,116,233
Hämeenkuja,,3,
Itälahdentie,,5,54
Itärannantie,,1,9
Jokiniementie,,6,120
Jouhisenniementie,,66,82
Joutenlahdentie,,89,240
Jysmänniementie,,80,84
Kaljustie,,19,340
Kalliontie,,10,50
Kallioseläntie,,130,
Kanavansuuntie,,21,35
Kanervatie,,2,
Kangastie,,4,337
Karhunpesäntie,,15,25
Katajatie,,1,8
Kirkkotie,,3,44
Knuutilantie,,81,879
Koivujärventie,,82,110
Koivukuja,,9,70
Koivulahdentie,,30,210
Koivurannantie,,19,51
Kolunsalontie,,280,298
Kortesuontie,,33,43
Koskenrannantie,,36,173
Koskentie,,1,64
Koskiniementie,,3,260
Kotirannantie,,5,13
Kuivaniementie,,129,191
Kuuselantie,,46,88
Lahdenpohjantie,,27,191
Lahdentauksentie,,1,120
Lahtelantie,,94,
Laiturintie,,1,3
Lampitie,,3,
Lauttakankaantie,,40,
Lekunniementie,,2,4
Levinniementie,,15,25
Levintie,,30,352
Leväsenrannantie,,32,34
Leväsentie,,11,
Lintulehto,,15,59
Lohirinteentie,,1,
Lohitie,,1,1380
Lukkarintie,,2,12
Lummekankaantie,,1191,1360
Mantuntie,,1,
Marjantie,,1,24
Miilutie,,8,
Miljoonatie,,39,190
Myllytie,,1,11
Mäkelänrantatie,,61,140
Männikkötie,,15,
Mäntykuja,,1,9
Mäntyniementie,,30,33
Mörköläntie,,21,55
Nenola,,43,67
Niementie,,17,394
Onnelantie,,2,
Orihongantie,,31,120
Paloniementie,,70,80
Pappilantie,,1,5
Parkkitie,,2,33
Pellonpääntie,,29,370
Peltolantie,,15,115
Peltotie,,1,5
Pielavedentie,,800,2156
Pienlahdentie,,15,33
Poikolanniementie,,2,151
Pulkanniementie,,354,
Pulkkakalliontie,,7,40
Pulkkaniementie,,91,354
Pulkkilansaarentie,,96,98
Pulkkilansalmentie,,98,650
Puutarhatie,,13,59
Päiväniementie,,70,220
Päivöläntie,,10,90
Rasvalammentie,,174,2128
Riitlammentie,,,
Riitrannantie,,86,
Ristolantie,,4,30
Rätiköntie,,10,110
Saarisenniemi,,2,14
Sahatie,,1,
Salakantie,,81,108
Salmolantie,,40,220
Salontie,,,
Savonkuja,,2,
Sikoniementie,,51,67
Sininentie,,839,2167
Suokkuanlahdentie,,8,70
Suokkuantie,,6,
Suostuntie,,11,51
Syreenitie,,4,81
Taipaleentie,,20,100
Talluskyläntie,,826,1000
Teollisuustie,,1,3
Tervaharjuntie,,49,127
Tervamäentie,,23,327
Tervastie,,1,3
Tervontie,,2,12
Tulikankaantie,,30,
Tähtivaarantie,,87,145
Ukonmäentie,,59,120
Urheilutie,,1,7
Vanhatie,,5,7
Vapapolku,,2,
Varsapurontie,,4,28
Varvuntie,,6,9
Verkkolahdentie,,15,71
Vihkontie,,28,50
Viitaniementie,,51,90
Vuorentie,,,
Yrittäjäntie,,1,3
Äyskoski,,10,
