street_fi,street_sv,lono,hino
Asemapohjantie,,,
Haapasalontie,,43,169
Housulammintie,,38,269
Jokisentie,,18,146
Kallioniementie,,12,90
Karpanperä,,,
Karpanperäntie,,4,627
Kesäranta,,,
Koskelantie,,51,91
Lamminpohjantie,,9,130
Lampisentie,,10,
Leutolanranta,,68,
Leutolantie,,20,240
Lintusaarentie,,135,
Luhalahdentie,,22,1740
Luojuuntie,,22,108
Pökkelistöntie,,955,
Rajalantie,,67,277
Remulantie,,,
Saarisuontie,,25,
Salminiementie,,12,169
Salomäentie,,7,108
Sammalistontie,,10,
Saukonperäntie,,29,190
Sorvanperäntie,,405,852
Sorvantie,,70,100
Tervalammintie,,81,91
Tienarintie,,108,
Tuomelantie,,24,
Tuuliniementie,,21,
Viitaniementie,,64,
Vähäröyhiöntie,,6,662
