street_fi,street_sv,lono,hino
Aronkulmantie,,84,86
Haalintie,,215,421
Harjupolku,,4,28
Hemmiläntie,,1,39
Hepokalliontie,,24,60
Hevonojantie,,22,100
Hiidenmäentie,,2,61
Honkalantie,,44,260
Ihamäentie,,1,760
Illinkoskentie,,1,119
Isohiidentie,,184,800
Isovuorentie,,5,395
Jaakolantie,,19,125
Jänneojantie,,41,216
Kalkkilantie,,860,1430
Kalkkimäentie,,2,282
Keltanummentie,,15,70
Koivulantie,,19,147
Kollinnummentie,,24,127
Kurajoentie,,18,215
Kuusjoentie,,204,316
Lempankuja,,6,114
Lyhytkuja,,7,36
Nokkahiidentie,,68,344
Oikotie,,4,
Patalantie,,1,356
Perkontie,,2,80
Perttulinnummentie,,129,
Pitkäkoskentie,,14,241
Porkantie,,2,161
Päiväkummuntie,,30,38
Päivärinnantie,,84,
Rekijoentie,,1,437
Seppä Kallentie,,13,168
Siltasentie,,7,79
Somerontie,,1307,1781
Tasangontie,,29,177
Toukolantie,,19,67
Tupanummentie,,24,88
Uusitie,,65,
Vanha Rasilantie,,12,313
Varvonmäentie,,2,40
Vesatassuonkuja,,,
Vestassuonkuja,,12,12
Vestassuontie,,12,265
Vähähiidentie,,321,589
Ylitalontie,,35,90
