street_fi,street_sv,lono,hino
Alavudentie,,1236,
Allasahontie,,23,
Apsintie,,1,97
Avarantie,,244,568
Haanpääntie,,34,54
Haapanevantie,,28,50
Hakosaarentie,,68,
Haukkasalontie,,448,466
Hoskarintie,,58,289
Isomaantie,,46,54
Isosalontie,,22,95
Jutilantie,,12,187
Kalliokoskentie,,6,32
Karhunpesäntie,,,
Kierinahontie,,17,45
Koivusalontie,,25,61
Kojolantie,,14,102
Kuotesahontie,,46,599
Lassoontie,,24,187
Niemeläntie,,99,
Nisulantie,,11,103
Pakkalantie,,3,15
Peräläntie,,3,92
Peräseinäjoentie,,1013,1586
Puskantie,,49,241
Pyssysalontie,,19,48
Rasintie,,61,287
Rautakalliontie,,15,60
Salmelantie,,46,128
Sikosaarentie,,2,1284
Soukanperäntie,,199,1005
Sydänmaantie,,15,127
Taipaleentie,,8,493
Timanttimaantie,,509,954
Tuohisalontie,,55,90
Vallintie,,77,95
Viertolantie,,27,
Viljanmaantie,,10,99
