street_fi,street_sv,lono,hino
Aaojantie,,305,364
Aaronkatu,,1,16
Aatuntie,,1,16
Aholantie,,1,16
Ajopolku,,4,
Alapellontie,,8,84
Anttolantie,,5,
Erkonkuja,,1,12
Hernesaarentie,,53,61
Huuhkajankatu,,5,17
Itäkatu,,1,
Joenpolventie,,3,91
Järvenpäänsalontie,,22,122
Kaislantie,,21,39
Kaivokatu,,3,7
Kanervantie,,5,17
Karpalontie,,2,8
Kasintie,,152,196
Katajatie,,13,21
Kaunismäentie,,2,64
Kennäsmäentie,,20,97
Kodintie,,15,41
Koirajoki,,,
Koirniementie,,4,23
Koivikontie,,26,80
Kontiosaarentie,,4,14
Korpisaarentie,,25,151
Kotasaari,,,
Koukkuinmäentie,,95,99
Kukkatie,,,
Kulmatie,,5,17
Kummuntie,,,
Kuusiaidantie,,1,22
Kuutinsuontie,,90,
Kuutostie,,1779,2372
Lahorasintie,,34,90
Louhimäentie,,1,12
Maataloustie,,24,66
Mantlakummuntie,,44,115
Martintie,,13,
Melkoniementie,,1,819
Mikonkatu,,1,6
Moskuuntie,,11,113
Murtoniementie,,24,100
Myllysuluntie,,38,364
Mäentie,,1,28
Mäkitie,,,
Mälkiänmäentie,,9,9
Mämmönryhmäntie,,23,83
Mäntykuja,,11,
Mäntylahdentie,,1,330
Niirasenniementie,,13,78
Niittykuja,,4,6
Nuotiolammentie,,26,
Oronmyllyntie,,8,250
Otrakkaantie,,14,70
Paljakanvuorentie,,23,381
Pihlajatie,,1,14
Puhdistamontie,,30,104
Purokuja,,2,
Rajaniementie,,1,180
Rajasuontie,,20,140
Rantakuja,,1,7
Rantapetalantie,,1,12
Rantatie,,1,19
Rauhalantie,,4,140
Riihikuja,,2,6
Rinnekatu,,1,25
Ristisaarentie,,40,97
Rohkolantie,,6,22
Ropsunmäentie,,20,
Sahinojantie,,3,85
Savikummunsalontie,,4,789
Savikummuntie,,8,220
Savonlinnantie,,55,571
Somerontie,Somerovägen,10,122
Suluntie,,49,85
Suvikontie,,6,62
Särkkämäentie,,53,121
Tapiolantie,,40,
Tarvasjoentie,,12,26
Tarvaslammentie,,39,708
Tarvaspohjantie,,2,26
Tarvassaarentie,,2,432
Tuomitie,,8,
Tuulimyllyntie,,28,54
Varpasillantie,,4,39
Vuorelantie,,1,292
Vyöterintie,,31,
