street_fi,street_sv,lono,hino
Aparviikinkuja,Aparviksgränd,18,80
Aparviikinpolku,Aparviksstigen,7,22
Aparviikintie,Aparviksvägen,41,126
Berganpolku,Bergastigen,140,146
Bergantie,Bergavägen,11,79
Granviikintie,Granviksvägen,2,152
Kiila Sandvikintie,Kila Sandviksvägen,59,129
Kiilantie,Kilavägen,4,142
Klupintie,Klupivägen,5,157
Kuggbölentie,Kuggbölevägen,15,90
Kuusipolku,Granstigen,22,40
Kylmäpellontie,Kylmäpeltovägen,15,140
Lillviikintie,Lillviksvägen,1,201
Mainiemenkaari,Mainiemibågen,24,106
Mainiementie,Mainiemivägen,46,191
Mosantie,Måsavägen,90,278
Orrnäsintie,Orrnäsvägen,29,129
Peltokuja,Åkergränd,24,130
Suomenkulmantie,Finnuddsvägen,865,1533
Tavastronantie,Tavastronavägen,71,196
