street_fi,street_sv,lono,hino
Antreantie,St Andreevägen,1,24
Elisenvaarankuja,Elisenvaaragränd,1,9
Ensonkuja,Ensogränden,3,7
Heinjoenpolku,Heinjokigången,1,3
Hiitolantie,Hiitolavägen,1,16
Ilmeentie,Ilmeevägen,3,
Jaakkimantie,Jaakkimavägen,2,24
Jääskentie,Jääskisvägen,1,32
Kaukolantie,Kaukolavägen,1,36
Kirvunkuja,Kirvusgränden,1,3
Kirvuntie,Kirvusvägen,15,59
Koivistontie,Björkövägen,1,32
Kurkijoentie,Kronoborgsvägen,5,24
Kyyrölänkuja,Kyyrölägränden,1,8
Lumivaarantie,Lumivaaravägen,3,23
Makslahdenpolku,Makslahtigången,16,20
Makslahdentie,Makslahtivägen,1,22
Muolaanpuisto,Molaparken,3,17
Muolaantie,Molavägen,3,38
Räisälänkuja,Räisälägränden,2,8
Räisäläntie,Räisälävägen,1,41
Sakkolantie,Sakkolavägen,1,16
Suotorpantie,Mosstorpsvägen,1,14
Säkkijärventie,Säkkijärvivägen,1,18
Tiurintie,Tiurisvägen,1,4
Turveladonkuja,Torvladsgränden,1,12
Uuraantie,Trångsundsvägen,2,19
Vuokselantie,Vuokselavägen,1,27
Äyräpääntie,Äyräpäävägen,1,27
