street_fi,street_sv,lono,hino
Aatrakuja,,1,11
Ahlmanintie,,7,
Aholantie,,1,13
Ainontie,,3,22
Aittaronkuja,,2,5
Aittaronmäentie,,3,15
Antinnotko,,1,8
Antinrinne,,4,29
Erätie,,1,21
Haaralankuja,,1,14
Hamarinkatu,,2,12
Harakkamäentie,,3,15
Hemmintie,,1,25
Herukkakuja,,1,12
Hillakuja,,1,6
Huhtakoukku,,6,12
Ilmarisentie,,3,35
Isonmäenkuja,,1,6
Isonmäentie,,1,7
Juolukkakuja,,1,10
Jyräänrinne,,2,15
Kaivotie,,1,21
Kanteleentie,,4,65
Karhikuja,,1,12
Kasakkakalliontie,,2,4
Kaskihalmeentie,,1,20
Katajaharjunkaari,,1,15
Katajaharjunkatu,,2,24
Katajaharjuntie,,1,13
Kehräkuja,,1,13
Keskivälintie,,4,12
Kilokuja,,1,15
Koilliskuja,,1,8
Kolarinkuja,,4,
Kolarinrinne,,2,12
Kolarintie,,13,62
Koppelinnotkontie,,1,23
Koskikatu,,1,36
Kotirinteenkatu,,19,54
Kullervontie,,1,30
Kulmatie,,3,14
Kuusaantie,,2,27
Kyminkatu,,,
Kytöahontie,,3,38
Laihopolku,,2,8
Lakkakuja,,3,6
Lamminkuja,,2,10
Lamminmäentie,,1,11
Lamminrannantie,,1,21
Laurilankatu,,1,14
Lavintie,,2,
Lemminkäisentie,,2,21
Lierinkuja,,1,7
Lierintie,,1,11
Lillukkakuja,,3,9
Loistekuja,,1,16
Lounaiskuja,,1,9
Maitolahdentie,,2,4
Maksamäentie,,6,
Mannerkuja,,1,4
Mansikkakuja,,1,5
Mantereentie,,1,9
Marttilankatu,,1,25
Mustavuorenpolku,,6,
Mustavuorentie,,3,10
Mustikkapolku,,1,11
Muurainpolku,,1,13
Mäyrämäentie,,2,28
Mäyränkorventie,,1,3
Mäyränkuja,,5,
Nevakuja,,1,14
Nurkkapolku,,1,15
Nuujankuja,,1,8
Okantie,,1,14
Osonkuja,,1,6
Osonojantie,,3,7
Paistekuja,,1,14
Pihkatie,,2,10
Piilokuja,,1,7
Poikkipolku,,2,14
Pokinkuja,,1,14
Pokinpellontie,,3,22
Pokinrinne,,2,12
Puhjonmäentie,,1,
Puhjonmäki,,,
Puhjontie,,1,26
Puolukkapolku,,1,10
Purhapolku,,2,4
Purhatie,,15,21
Raidekuja,,1,16
Raivaajanpolku,,1,22
Rajaharju,,7,
Resiinakuja,,1,
Saksanaho,,,
Saksanahontie,,6,35
Savonsuontie,,2,8
Segerhornintie,,2,33
Seimentie,,1,22
Simonkuja,,3,8
Simontie,,4,24
Solatie,,2,19
Sopukankuja,,1,6
Sopukantie,,1,38
Suoratie,,1,
Suvannontie,,1,33
Takaharjunkuja,,3,17
Takaharjuntie,,2,18
Takakuja,,2,
Takapolku,,1,13
Tervasharjunkatu,,1,
Topintie,,1,13
Työskintie,,1,
Vaarainkuja,,3,8
Vadelmakuja,,1,10
Vaihdekatu,,6,14
Varismäentie,,3,13
Vierrospolku,,1,11
Väinöntie,,1,24
Vänkärinpolku,,1,12
