street_fi,street_sv,lono,hino
Aapontie,,8,12
Aittalahdenmaantie,,28,125
Aleksintie,,2,4
Ansatie,,2,
Aukealaaksontie,,2,20
Hankatie,,1,7
Hetan Kota,,,
Hetantie,,2,1443
Juntinpolku,,2,26
Juntintie,,23,
Kaijantie,,1,22
Kauppakatu,,2,4
Kuntokatu,,1,8
Kuntotie,,3,
Kurunpäänkuja,,19,
Kurunpääntie,,3,47
Kustaavantie,,1,6
Kuusikuja,,1,
Kyttäkuja,,2,26
Kärrötie,,30,68
Lauttamukantie,,26,
Lumijäljentie,,3,35
Luomaanjärventie,,19,
Majavantie,,1,120
Matintie,,4,35
Mereläntie,,6,14
Niementie,,3,75
Näkkäläntie,,535,
Närpistöniementie,,3,49
Ounastie,,1,1193
Paljasseläntie,,431,457
Peuratie,,14,65
Porotie,,1,
Poste Restante,,,
Puistomäentie,,1,8
Pulkkatie,,1,19
Raittitie,,4,15
Riekontie,,1,19
Riihitie,,2,4
Ruijantie,,5,193
Saharannantie,,30,68
Salvostie,,14,
Sillankorvantie,,2,12
Sopulikuja,,1,13
Teljutie,,3,11
Tunturisopuli,,2,4
Tuohustie,,3,
Tutkantie,,24,
Törmäpääskyntie,,8,10
Valkamatie,,2,16
Vanhatie,,10,16
Vittajärvenpolku,,296,
Vuomaojantie,,1,62
Vuotturaipantie,,2,6
Öhmannintie,,3,9
