street_fi,street_sv,lono,hino
Hiiskoskentie,,2,8
Juakkimantie,,3,11
Juuansaarentie,,30,74
Juurikkalahdentie,,3,13
Kalliokankaantie,,10,
Kellorannantie,,6,
Kellovaarantie,,6,24
Kihronniementie,,1,
Kirkkolahdentie,,9,24
Kivilahdentie,,199,234
Kivilammentie,,6,10
Kohtarannantie,,4,6
Kohtavaarantie,,2,82
Korpilahdentie,,8,8
Kärenniementie,,1,7
Laajaniementie,,1,1
Lakovaarantie,,10,
Lammenrannantie,,2,
Lavaniementie,,8,9
Lehtomäentie,,4,6
Lehtoniementie,,1,6
Linnonniementie,,6,
Lonkainniementie,,17,19
Mustalahdentie,,220,
Mäntykoskentie,,4,19
Mäntyniementie,,30,
Partiilantie,,7,
Penttiläntie,,5,8
Pilpakontie,,3,25
Pitkälammintie,,3,5
Pyörälammintie,,8,
Pyöräsuontie,,6,
Rantalantie,,1,4
Rantatie,,50,
Rentosaarentie,,4,
Repotie,,2,
Retuutniementie,,1,28
Räykkäniementie,,2,
Salmenrannantie,,4,6
Salmivaarantie,,4,8
Sammakkovaarantie,,8,19
Sulkusaarentie,,3,13
Sulkusalmentie,,3,3
Timoskantie,,20,44
Tyrjänsaarentie,,1,37
Valkeavaarantie,,4,10
Vuotsanmäentie,,4,
Ylä-Vuotsantie,,26,28
