street_fi,street_sv,lono,hino
Etu-Ikolantie,,6,489
Haapasuontie,,118,118
Hakulantie,,19,31
Harjulahdentie,,68,
Harjutie,,2,8
Havuhuupontie,,6,
Havumäentie,,7,733
Heikinpolku,,3,
Hiiltamontie,,53,160
Honkalantie,,81,
Ilolantie,,14,22
Ilomäentie,,6,20
Jaakkolantie,,10,87
Jussinpolku,,1,11
Kaarnapolku,,3,5
Kalamiehentie,,1,
Kallenkuja,,2,13
Kanervatie,,1,3
Kangastie,,1,5
Katajatie,,2,4
Kenkätie,,3,
Kertunpolku,,4,
Kirkkotie,,1,11
Koivurannantie,,,
Koivutie,,42,62
Kuhasenmäentie,,1,77
Kuhasentie,,1,59
Kuivarannantie,,43,49
Kuusirinne,,1,11
Kuusitie,,,
Lampitie,,1,5
Lasuntie,,33,
Leivonmäentie,,1,191
Leivonrannantie,,21,91
Lepotie,,3,7
Lohipolku,,3,
Lummerannantie,,38,44
Markkulantie,,1,75
Martintie,,47,
Matinpolku,,4,6
Metsäpirtintie,,57,89
Mutkalanmetsä,,76,
Mutkalantie,,,
Myllykankaantie,,66,440
Myllypirtintie,,7,
Mäkiahontie,,8,81
Männistöntie,,11,221
Mäntyniementie,,55,73
Naukjärventie,,65,65
Nauklahdentie,,27,
Niinniementie,,40,90
Niittysentie,,1,15
Nuijalantie,,7,89
Pajutie,,1,
Paloisentie,,988,1606
Palotie,,1,3
Permiharjuntie,,106,
Petäisenmäentie,,27,
Pihlajatie,,2,8
Piilolantie,,38,134
Pohjolantie,,4,
Poikkitie,,6,666
Rantolahdentie,,34,57
Rantolahti,,,
Riihiahontie,,17,299
Riihikuja,,3,8
Rinneahontie,,73,
Rutavaarintie,,1,6
Salmelanniementie,,42,78
Savenahontie,,10,104
Seppäläntie,,4,
Siikataipaleentie,,45,119
Sirkkasahintie,,20,
Sivutie,,1,
Sointulantie,,3,
Suokyläntie,,116,
Säynätjärventie,,20,159
Taipaleentie,,13,400
Tallimäentie,,39,140
Teollisuustie,,,
Tuomitie,,2,
Turvetie,,1,
Tyyneläntie,,,
Uutelantie,,10,18
Vallasmäentie,,41,419
Valtatie,,1475,3329
Vekarakuja,,8,
Veli Mäkisen Tie,,2,4
Vintturintie,,13,
Vuorimaantie,,1,14
