street_fi,street_sv,lono,hino
Ahkiontie,,3,
Eiritie,,4,
Hiekkaharjuntie,,1,34
Kankaanpäänranta,,5,50
Kesärannantie,,66,72
Kettulantie,,1,40
Kevätrannantie,,8,23
Kivelänlammentie,,9,336
Kivimäki,,,
Kuuselantie,,1,
Kuusirannantie,,6,50
Kylmäojantie,,2,30
Lehtimutka,,16,24
Linjatie,,10,26
Lylyntie,,24,
Länsirinteentie,,7,61
Myllypelto,,3,19
Mällinmäentie,,2,8
Möykynmäentie,,85,123
Notkolantie,,20,36
Palokantie,,,
Papinkorventie,,5,33
Perälammentie,,11,256
Peräläntie,,120,264
Pikkurintie,,1,14
Pitkänsillanmäki,,,
Pohjukkalantie,,8,37
Porttilanraitti,,2,19
Porttilantie,,1,25
Ruoke,,,
Ruokkeenranta,,1,11
Ruokkeentie,,6,316
Sivakkapolku,,23,
Sivulantie,,29,154
Soikkalantie,,141,364
Suomäentie,,2,28
Taka-Keljontie,,1,161
Talasranta,,25,50
Timolantie,,3,221
Tuhkurintie,,9,46
Vesangantie,,41,86
Vähä-Tuomiontie,,2,32
