street_fi,street_sv,lono,hino
Aironiementie,,2,40
Heinäpää,,4,20
Heponiementie,,10,18
Hietakuja,,,
Huhtsaari,,18,
Karhuvuorentie,,1,
Katajaranta,,1,12
Kesäniementie,,1,56
Kielokuja,,1,17
Kiilakuja,,4,12
Kirjosiepontie,,,
Koivikkokuja,,6,14
Koivuniemi,,1,7
Kuusiniemenkuja,,6,15
Käenpiiankuja,,,
Käpytikankuja,,,
Lehtokertuntie,,,
Lirontie,,5,9
Lohniemenkuja,,6,8
Lohniementie,,1,35
Mahlamäentie,,1,31
Mansikkasaarentie,,4,50
Metsäpirtinkatu,,2,4
Metsäpirtinkuja,,1,12
Munsaarentie,,1,106
Munsaari,,,
Mussalontie,,215,319
Mäkeläntie,,1,18
Mäntykari,,,
Nokikanantie,,,
Palokärjenkuja,,,
Peltolantie,,1,31
Pikkutikankuja,,,
Pohjanrannantie,,1,51
Pohjinkarintie,,1,19
Päivärannantie,,1,54
Rantasipintie,,1,23
Rotinpää,,1,37
Ruonala,,,
Ruonalanraitti,,1,74
Ruonankuja,,3,18
Räskintie,,9,213
Sikosaarentie,,6,34
Suurtuvantie,,1,7
Taka-Ruonala,,,
Taka-Ruonalantie,,1,24
Tavintie,,,
Tyllintie,,,
Töyryläntie,,1,51
Vanhamäentie,,1,37
Virtapää,,2,13
