street_fi,street_sv,lono,hino
Ahvenniementie,,128,
Akkolankuja,,13,35
Akkolanmäenkuja,,,
Akkolanmäentie,,19,314
Akonnokka,,46,
Hakankuja,,6,18
Harjuntie,,44,116
Honkilahdentie,,327,711
Ilmaristinkallio,,31,35
Ilolantie,,5,15
Kolinkalliontie,,10,
Kulmalantie,,18,
Lamminjärventie,,1,264
Luolamäentie,,3,178
Mannilanraitti,,5,207
Mannilanrivi,,,
Mansikintie,,12,32
Marjasentie,,22,
Moisionsannantie,,35,123
Mäkikylänkuja,,22,72
Mäkikyläntie,,4,37
Paavolantie,,3,9
Poikkikuja,,13,21
Puolimatkantie,,6,80
Ranniituntie,,3,123
Roporannantie,,31,77
Savitanhua,,26,80
