street_fi,street_sv,lono,hino
Ahvenlahdentie,,7,164
Hallarannantie,,33,113
Hanhisalo,,,
Hanhisalontie,,114,692
Hartikansalontie,,175,900
Heikinrannantie,,13,105
Hietakankaantie,,64,156
Hirviniementie,,116,
Huvilaniementie,,38,132
Hyvärinsalmentie,,37,127
Joukosentie,,93,
Joutenlammintie,,140,
Kaipolanmäentie,,20,125
Kaivonkorvantie,,30,66
Kalliolahdentie,,91,230
Kalliomäentie,,35,184
Kanteleenjärventie,,5,593
Kanteleentie,,13,593
Karhulahdentie,,33,65
Koivujoentie,,33,97
Konnussalmentie,,9,155
Korkeavuorentie,,87,137
Kuituniementie,,20,52
Kummeliniementie,,48,92
Laulajanmäentie,,37,129
Lievolantie,,42,140
Lintulanmäentie,,82,
Läheahontie,,94,
Länsi-Saamaisentie,,14,1560
Nuutilantie,,57,
Palokinrannantie,,16,90
Peltoniementie,,50,118
Pihkainmäentie,,94,150
Piispalantie,,35,61
Pirkonniementie,,67,190
Purnunlahdentie,,9,845
Rautalahdentie,,1,312
Reinikkalantie,,6,455
Ruunaniementie,,24,236
Saaren-Halolantie,,12,219
Saarenpääntie,,31,103
Salmenrannantie,,4,406
Saunalahdentie,,68,128
Suvannontie,,50,324
Tuikantie,,5,88
Vehmersalmentie,,126,996
Virtosenniementie,,29,91
Viuhkalanniementie,,308,
