street_fi,street_sv,lono,hino
Aaponkuja,,3,
Ahjonkatu,,2,11
Aikalantie,,3,7
Akselintie,,1,
Alhontie,,69,203
Alinentie,,10,95
Ampumaradantie,,4,8
Anola,,,
Anolantie,,13,486
Arantila,,,
Arantilantie,,4,30
Arontie,,3,5
Asemakatu,,2,
Asematie,,,
Eeronkuja,,2,
Eerontie,,1,8
Elontie,,4,
Energiatie,,3,
Eskolantie,,1,15
Granholminkuja,,3,
Grönroosintie,,45,
Hakanpääntie,,6,8
Halisenkuja,,1,4
Hamarintie,,68,137
Hannankuja,,5,
Hansuntie,,2,32
Harjavallantie,,2,693
Harjuntie,,1,23
Heikkiläntie,,4,6
Heinontie,,2,
Helsingintie,,891,
Henttisentie,,150,
Hepokorventie,,60,
Herneentie,,1,16
Hiekkatie,,1,24
Himmelisuulintie,,28,58
Hohtarintie,,2,18
Hormistontie,,25,308
Hovinkuja,,10,14
Huoltamotie,,1,3
Huopilantie,,2,8
Huruntie,,30,165
Huuhtakuja,,,
Ijäksentie,,3,42
Ilomäentie,,9,13
Isomäentie,,18,36
Isopalontie,,1,68
Jaakkolankuja,,20,30
Jaakkolantie,,2,22
Jattankuja,,1,
Javanaisentie,,18,23
Juhaninkuja,,2,7
Juholantie,,10,32
Juottoniementie,,7,23
Jäntintie,,1,3
Järvikyläntie,,84,331
Kaapelintie,,1,5
Kaaritie,,6,18
Kaasmarkuntie,,51,437
Kaipiaisentie,,2,8
Kallentie,,6,8
Kangastilkku,,5,7
Kankerintie,,24,104
Kareksentie,,1,10
Karhusentie,,20,
Karjanojantie,,11,70
Kartanonkuja,,1,20
Kartanontie,,2,151
Katajakuja,,1,3
Kauppatie,,1,6
Kauratie,,1,7
Keltintie,,2,8
Kennelinkuja,,4,30
Kerputie,,1,8
Keskitie,,1,
Ketolanmäentie,,28,78
Kiertotie,,1,25
Kievarintie,,1,
Kiikkutie,,1,10
Kilikuja,,1,5
Kirkkokatu,,1,24
Kirkkopolku,,1,7
Kirkonahde,,,
Kirkonkylä,,,
Kissakuja,,,
Kissakuja I,,29,111
