street_fi,street_sv,lono,hino
Ansavaara,,9,60
Anttilanpolku,,1,
Anttilantie,,4,24
Arolantie,,26,92
Asematie,,1,88
Eerontie,,1,19
Haikulantie,,5,
Hietala,,19,31
Härkäläntie,,50,250
Iso-Palpasentie,,23,141
Jauhokalliontie,,2,
Kalliomäentie,,12,
Karikoski,,3,196
Kesävuorentie,,26,36
Kievarintie,,1,13
Kiviperä,,2,4
Kivisillantie,,4,90
Koivistontie,,11,39
Korkeentie,,14,309
Kujalantie,,32,
Kurjensuontie,,2,22
Laukkalantie,,2,4
Lautatarhantie,,44,
Leporannantie,,16,94
Lähteenharju,,2,24
Länsiharju,,2,
Marinkuja,,15,33
Metsäkulmantie,,7,142
Miinanpolku,,3,10
Myllyntie,,38,94
Oinassillantie,,55,145
Oksanmäentie,,15,
Oppilastie,,6,
Palotie,,15,
Pykälänpolku,,8,
Päivämäentie,,10,69
Rekolankuja,,2,6
Rekolanperä,,1,6
Rekolantie,,1,17
Ritvalantie,,23,
Sahatie,,1,
Salimäentie,,3,17
Simontie,,1,
Soinikkala,,93,105
Sopintie,,21,
Suurimäki,,8,36
Syrjäharjuntie,,17,35
Syrjäläntie,,17,113
Teollisuustie,,51,84
Tukkitie,,18,24
Tupamäenkuja,,2,4
Tupamäentie,,1,18
Urajärventie,,16,114
Veitsillantie,,42,84
Veljespolku,,1,12
Vierulantie,,8,89
Vierumäenraitti,,80,501
Vuolenkoskentie,,3,588
Välitie,,1,6
Vääksyntie,,5,385
