street_fi,street_sv,lono,hino
Alkkiantie,,1,618
Elomaa-Pranttinevantie,,3,196
Holmantie,,39,
Honkakankaantie,,52,86
Huvilatie,,10,36
Höyläämöntie,,16,
Jouppilantie,,22,281
Järvisivu,,63,161
Karviankyläntie,,2,83
Koivuluomantie,,18,71
Kropsankatu,,11,44
Lahdentie,,11,45
Laurilantie,,68,
Lehtiladonmaa,,56,
Lehtoranta,,20,
Lehtosentie,,7,57
Mahlamäentie,,27,34
Majantie,,8,33
Marjasuo,,,
Mustakoskentie,,12,89
Myllytie,,15,103
Niementie,,52,
Otavantie,,2,24
Rastiaisen Yksityistie,,93,105
Rastiaisentie,,25,432
Ratikyläntie,,29,
Ritolantie,,37,
Rounistontie,,9,17
Saarnintie,,4,24
Sarapohjantie,,1,521
Sarvela,,,
Sarvelantie,,265,418
Setäläntie,,16,
Soutajantie,,45,67
Syntistentie,,4,22
Toivoskyläntie,,2,264
Uimarannantie,,3,
Ämmäläntie,,1,450
