street_fi,street_sv,lono,hino
Haapalahdentie,,4,14
Helmenkuja,,30,40
Huvilatie,,8,
Iitanpolku,,26,
Jokelantie,,20,398
Kangaskuja,,24,
Katajikkotie,,5,
Koihnantie,,12,319
Korkiakankaantie,,60,
Kulmalanperä,,40,336
Lamminkiertotie,,33,207
Lehtisaarenkuja,,63,
Lepolantie,,8,
Lähderannantie,,32,
Mantilankuja,,53,60
Mustasaarentie,,15,111
Mörköperäntie,,89,
Nummelanranta,,7,13
Nummenmukka,,10,24
Nummijärventie,,168,591
Nummikodintie,,7,
Nummilahdentie,,33,710
Pentinranta,,30,
Petäjistöntie,,18,24
Pirttiranta,,5,
Pohjoiskoihna,,12,123
Polkkapolku,,2,6
Polkkatie,,3,71
Pässimäenkuja,,2,
Rantaraitti,,25,
Rämäkänranta,,3,13
Salomäentie,,16,118
Sarantie,,125,753
Siniharjuntie,,53,
Sirkankuja,,42,120
Sofianpolku,,25,
Terttulantie,,3,9
Ylimysjärventie,,32,38
