street_fi,street_sv,lono,hino
Aapelinkuja,,1,3
Ahjokatu,,1,4
Ahokatu,,1,14
Aittakuja,,1,8
Eetunkatu,,2,12
Erätie,,2,13
Hakakuja,,1,7
Halolankatu,,1,13
Haperokuja,,1,18
Hasinmäentie,,2,179
Hasintie,,5,38
Heiskalantie,,7,9
Helminkuja,,3,9
Hiltantie,,1,11
Horsmakuja,,3,6
Ingankuja,,1,5
Joosepinkuja,,1,9
Juomojankuja,,4,
Jäppiläntie,,13,120
Kaarnakuja,,1,13
Kallenkuja,,3,
Kangaskatu,,1,18
Kaura-Ahontie,,2,30
Kinttupolku,,,
Kiulukatu,,1,8
Kuokkakuja,,1,20
Kuparisepänkatu,,1,6
Kyllikinkatu,,1,10
Kylväjäntie,,1,20
Käpykankaantie,,3,11
Kääpäkuja,,2,8
Laihokatu,,1,9
Latokuja,,1,13
Lehtokuja,,,
Lemmikinkatu,,1,
Lintulankuja,,,
Lintulantie,,38,40
Läkkisepänkatu,,2,11
Malikkakuja,,1,18
Muurahaiskuja,,1,15
Mörskykuja,,1,13
Naavakuja,,1,15
Niittykatu,,1,14
Nikkarintie,,1,6
Nokkoskuja,,1,21
Ollinkatu,,2,10
Opinpolku,,,
Orakaskuja,,1,17
Oskinkuja,,2,6
Pajamiehentie,,1,5
Raivaajantie,,1,16
Rasikuja,,1,16
Repokangas,,5,
Repokankaantie,,22,61
Reporinteentie,,12,
Riihikuja,,1,17
Rouskukuja,,1,9
Sammonkatu,,2,6
Sepänkuja,,4,7
Tattikuja,,1,26
Taunonkuja,,4,16
Teollisuuskatu,,7,
Tilustie,,1,12
Tinurinkatu,,1,6
Topinkuja,,3,13
Tuohitie,,2,16
Vahakaskuja,,2,8
Vahverokuja,,1,10
Valimokatu,,,
Valmuskakuja,,1,24
Vanha Hasintie,,2,13
Varstatie,,2,18
Viinamäenkuja,,1,15
Villenkuja,,2,7
Virsukuja,,3,8
Vokkolankatu,,1,10
