street_fi,street_sv,lono,hino
Ammattikoulunkatu,,1,20
Amurinkatu,,1,19
Amurinkuja,,19,23
Elianderinkatu,,3,11
F.E. Sillanpään Katu,,2,9
Haarlankatu,,2,11
Heinätori,,1,7
Hiekkakuja,,1,
Höyrypuusepänpolku,,1,
Ilomäentie,,2,7
Jalkasaarentie,,3,
Kankurinkatu,,1,11
Kisakentänkatu,,1,26
Kortelahdenkatu,,2,26
Kurilankuja,,2,
Laiskolankatu,,2,
Laiskolankuja,,3,9
Laiturikatu,,1,13
Lundelininpolku,,1,
Lyseokatu,,1,10
Makasiininkatu,,12,18
Mariankatu,,24,30
Minna Canthin Katu,,2,8
Mustalahti,,,
Nahkakuja,,1,17
Niemikatu,,1,16
Niemikuja,,1,1
Näkötornintie,,1,22
Näsijärvenkatu,,15,35
Onkiniemenkatu,,2,11
Paasikivenkatu,,2,18
Palomäentie,,5,38
Peurankallionkatu,,1,11
Pirkankatu,,1,59
Puutarhakatu,,30,39
Pyhäranta,,4,11
Pyynikintie,,2,41
Pyynikintori,,1,8
Saarikatu,,24,
Saarikuja,,1,
Sahansaarenkatu,,6,
Sahanteränkatu,,1,
Santalahdentie,,7,21
Satakunnankatu,,40,69
Savilinnankatu,,1,9
Sepänkatu,,1,14
Simppoonkatu,,1,8
Sotkankatu,,4,21
Suokatu,,1,26
Särkänniemi,,,
Tipotie,,2,6
Trikookuja,,1,8
Vesilinnankatu,,7,
