street_fi,street_sv,lono,hino
Ala-Suortintie,,4,9
Alakoskentie,,1,11
Hietakangas,,3,35
Jokirannantie,,4,39
Jokitie,,2,27
Jokkallionpolku,,3,67
Kivirinne,,13,71
Koivikko,,5,
Korpikuja,,1,46
Korvenahontie,,25,30
Korvenpelto,,8,80
Kuusimaa,,32,
Kytösaari,,27,63
Lankamalmintie,,54,
Lavinmäentie,,7,25
Lopaskari,,1,
Matomaa,,1,101
Mäntymaa,,40,
Ourinkuja,,3,15
Pasinmäenkuja,,1,9
Pasinmäentie,,46,48
Pieni-Varvio,,1,23
Pienniityntie,,9,19
Pousinkuja,,26,
Puuropytyntie,,8,12
Päätetie,,26,42
Rantaniityntie,,,
Rapakontie,,1,93
Rasintie,,7,131
Rauhalankuja,,12,26
Reiringintie,,3,26
Reitkallintie,,7,190
Ruokosuontie,,27,169
Rututie,,3,18
Sakintie,,5,250
Saunamaa,,63,
Seppäläntie,,1,204
Soulio,,1,290
Summan Nuottasaari,,1,
Summantie,,6,46
Suopurontie,,2,27
Suortintie,,16,155
Suuri-Musta,,8,840
Tapanintie,,4,6
Varvio,,16,248
Veneenveistäjäntie,,3,11
