street_fi,street_sv,lono,hino
Ahopellontie,,20,50
Anttila,,,
Eerolanmäentie,,10,20
Hallamäentie,,265,320
Hattulantie,,50,
Hirvelänpisto,,60,
Iso-Lampsin Isosaari,,1,
Jannenkuja,,18,
Joenpolvi,,2,59
Joensuunmutka,,2,111
Jokirinteentie,,8,36
Kaistinmäentie,,314,318
Kalliokyläntie,,251,371
Kellomäentie,,,
Keuruuntie,,1651,1744
Koivuraitintie,,79,
Konnuntie,,17,90
Konttimyllyntie,,23,217
Kotikallionkuja,,3,17
Koukkumäentie,,7,186
Kranni,,,
Kuohu,,,
Kuohunkoskentie,,3,125
Kuohunraitti,,4,61
Kylmäläntie,,53,
Käpylä,,,
Lamminpää,,,
Lampsinkuja,,1,8
Lemmenmutka,,1,16
Lepikonkulma,,6,
Lepomäentie,,2,208
Liisala,,,
Luhtamäentie,,21,
Löytänäntie,,1,5
Metsärannantie,,36,96
Mustajärventie,,1,108
Mustapurontie,,1,104
Myllyläntie,,180,
Mäntyahontie,,6,231
Neulajärventie,,8,18
Niemijärventie,,6,120
Niinistöntie,,19,71
Niskala,,,
Niskalantie,,10,160
Pienimäentie,,,
Piimäsillantie,,31,229
Pikkulampi,,,
Pikkulampsintie,,35,39
Pontikkalantie,,63,
Purolantie,,4,345
Päivärinteentie,,15,30
Raiviokoskentie,,25,295
Rantalankuja,,1,8
Sammalsuontie,,70,104
Sarvelantie,,130,
Sarvenperä,,391,401
Sarvenperäntie,,14,930
Saunaranta,,10,21
Silokunnaantie,,70,
Suvitie,,1,30
Terva-Ahontie,,4,26
Tuppelantie,,24,80
Vanhapolku,,3,34
Vehkasuontie,,19,39
