street_fi,street_sv,lono,hino
Ahlströmintie,,1,
Ajurintie,,1,5
Asemantie,,1,5
Hakatie,,2,8
Hakulintie,,8,75
Hautamaantie,,1,20
Heikinkuja,,2,5
Heikkiläntie,,39,
Heilalansaarentie,,91,275
Hietamaantie,,16,
Hillatie,,2,31
Huhtisaarentie,,105,118
Huopatie,,1,8
Hurtintie,,1,6
Hylsytie,,1,10
Häröntie,,1,7
Irvantie,,1,15
Jokela,,31,90
Jokitie,,7,29
Kaarnatie,,2,4
Kalliokoskentie,,53,182
Kanahaantie,,1,8
Kanervatie,,,
Kangastie,,3,21
Kansantie,,2,4
Katajatie,,1,21
Katiskatie,,2,114
Kaunistontie,,1,11
Kiiskenkuja,,1,7
Kiramontie,,3,9
Koiramaantie,,10,281
Koivukankaantie,,3,121
Kontionpesä,,1,4
Koskenkankaantie,,10,665
Kramsuntie,,1,9
Kuivasaarentie,,20,24
Kuormaajantie,,4,
Kuormatie,,1,4
Kuussaarentie,,47,190
Kyyräntie,,1,40
Kärkiniementie,,2,
Laaksotie,,2,36
Leipurintie,,2,5
Leppäläntie,,6,20
Linnamaantie,,10,16
Lodentie,,25,425
Lähteentie,,4,
Lököperäntie,,10,295
Mainiontie,,34,
Mehtomaantie,,12,136
Mertakuja,,4,6
Metsämarjantie,,4,6
Miilutie,,1,5
Muhatie,,3,14
Mustikkatie,,1,
Mäkikuja,,1,7
Mäntytie,,1,10
Nahkurintie,,3,13
Neittyentie,,1,19
Nikkiläntie,,2,8
Nuijakuja,,1,8
Näretie,,2,7
Opintie,,3,10
Otsonpesä,,1,6
Palkkumintie,,3,21
Palokankaantie,,45,45
Parkkitie,,1,3
Patotie,,1,11
Pehkolantie,,176,483
Pekkalantie,,1,73
Pihlajatie,,3,5
Piiponsuontie,,76,247
Piispankuja,,3,7
Pikkusuontie,,15,
Poste Restante,,,
Puolukkatie,,1,8
Rapakontie,,1,14
Rinnetie,,4,10
Ropposentie,,35,83
Ruukinkuja,,2,572
Ruukintie,,170,662
Rysäkuja,,2,
Sahatie,,1,3
Sakarintie,,2,98
Sammalkankaantie,,11,730
Savenvalajantie,,1,13
Siikasavontie,,1,23
Sopentie,,,
Suokuja,,1,8
Suutarinkuja,,4,8
Sysitie,,1,10
Tammiukontie,,1,14
Tervahaudantie,,17,17
Tervaskuja,,1,5
Tikkakankaantie,,10,132
Tuohimaanperäntie,,6,344
Tuomiojantie,,118,513
Tutkimusasemantie,,15,
Tölvääntie,,54,
Vaara-Ahontie,,26,225
Vanhatie,,2,29
Varastotie,,2,
Venttitie,,1,7
Vippamaantie,,1,4
Virastotie,,2,12
Vuorikankaantie,,33,58
Vähämaantie,,3,8
Yli-Vaskurintie,,7,85
Yövartijantie,,2,8
