street_fi,street_sv,lono,hino
Aarretie,,1,28
Ahontie,,15,41
Ailakkikuja,,1,8
Alangonkuja,,8,22
Alaperkkiöntie,,17,29
Ansiotie,,1,14
Antinrannantie,,1,11
Apilatie,,2,6
Arokankaantie,,21,27
Artturintie,,1,9
Auratie,,1,4
Brusintie,,2,16
Eskelisenkuja,,2,15
Eskelisentie,,2,82
Fasaanitie,,1,5
Haapatie,,1,28
Hakasuontie,,14,
Hakatie,,,
Hakosuontie,,1,28
Hammarintie,,1,27
Harakkamäentie,,1,17
Harakkatie,,1,6
Hautalantie,,13,15
Heinäkuja,,1,15
Helyntie,,1,22
Hepokuja,,1,9
Hietainmäentie,,8,31
Hietakuja,,1,4
Hiirisuontie,,9,
Hirsikankaantie,,9,370
Holmankuja,,1,5
Holmanpolku,,1,8
Hosatie,,1,4
Häkinkorvantie,,6,
Impolantie,,13,435
Jokelankyläntie,,2,75
Jokelantie,,1,715
Jokiniitty,,7,73
Jokirannantie,,,
Jokiranta,,14,106
Juolapellontie,,1,23
Jussilantie,,4,195
Jussinpolku,,1,
Juurelantie,,14,92
Jälänkangas,,24,
Jängentie,,10,65
Järventöläntie,,1,37
Järvinevantie,,57,
Järvitie,,1,9
Kaarikuja,,1,25
Kaijankivikontie,,8,92
Kallionevantie,,14,710
Kamutantie,,6,60
Kangaspyhtilänkatu,,1,7
Karhitie,,1,3
Karintie,,38,82
Karjaluodonpolku,,1,7
Kartanokatu,,2,6
Kartanokuja,,3,
Kaskipellontie,,1,20
Kaskitie,,1,12
Kastellintie,,3,531
Kauratie,,1,8
Kaviokuja,,1,11
Keinutie,,1,10
Kelhäläntie,,2,36
Keskilahdentie,,12,50
Kesähaantie,,1,14
Kesäläntie,,,
Ketolanpolku,,1,5
Ketotie,,1,7
Kiertotie,,1,30
Kiiluntie,,532,647
Kirkkotarhantie,,1,18
Kirvestie,,2,
Kitintie,,6,42
Kiurutie,,1,8
Kivelänaronkuja,,37,45
Kivelänarontie,,4,166
Kivikankaankatu,,,
Kivikankaankuja,,,
Kivikummunkatu,,,
Kiväärikuja,,,
Korkelonkankaantie,,4,
Korkelontie,,14,93
Koskenkorvantie,,,
Kotilehdontie,,3,23
Kotiniityntie,,13,17
Kotirannantie,,2,538
Koulutie,,2,11
Kujalantie,,36,56
Kujansuuntie,,34,
Kukkosenkuja,,8,23
Kukkosentie,,25,96
Kulmakuja,,2,26
Kultulantie,,19,
