street_fi,street_sv,lono,hino
Bremerinpolku,,1,3
Bremerintie,,1,8
Fransinkuja,,4,6
Hellekuja,,4,
Hellemutka,,6,
Hellepolku,,2,
Hevoshaantie,,1,23
Hummelkuja,,3,
Hummeltie,,3,223
Isoholmantie,,4,22
Joutsenkuja,,10,
Karvarinkulma,,1,
Karvarinniittu,,1,19
Karvarinpuisto,,1,21
Kiikunmäentie,,2,99
Kiviaidantie,,,
Korkiakuja,,11,
Kuikkakuja,,3,
Lokkikuja,,1,22
Matildan Puistotie,,1,28
Matildan Valimotie,,,
Matildanjärventie,,84,
Matildankaari,,1,28
Matildankuja,,1,3
Merikuja,,1,16
Merimutka,,2,12
Meripolku,,1,9
Meritie,,1,22
Miilutie,,1,12
Näköalatie,,8,190
Punaportintie,,81,101
Ruukinrannantie,,6,8
Skoilantie,,491,
Sofiankuja,,1,10
Teijontie,,347,349
Tenniskuja,,2,4
Tullikuja,,3,5
Tullintie,,1,40
Yläkierto,,1,75
