street_fi,street_sv,lono,hino
Hankasalo,,11,14
Haponlahdentie,,1,23
Haponniementie,,34,
Harjulahdentie,,2,106
Herralanharjuntie,,3,81
Hilarinsaari,,1,
Jaakonniementie,,63,
Kaivannontie,,24,60
Keskisaari,,1,
Kesäkalliontie,,2,32
Kesäranta,,,
Kiramontie,,2,115
Lappilantie,,6,38
Meijerinrannantie,,3,237
Minkkiläntie,,19,47
Oravintie,,9,152
Pakarintie,,14,34
Puistoniementie,,1,11
Rapakontie,,11,143
Ritoniementie,,52,246
Ruukinniementie,,41,67
Saunasaari Aittoselkä,,1,
Tappuvirrantie,,276,1302
