street_fi,street_sv,lono,hino
Aakulankatu,,2,6
Ahdinkatu,,1,15
Aholankuja,,17,
Aijalantie,,1,6
Ainonkatu,,3,
Aitakorvenkatu,,2,11
Alarinteenkatu,,1,11
Annalankatu,,8,
Antinkatu,,3,14
Armaksenkuja,,4,10
Arolantie,,1,10
Aromaantie,,14,26
Aroniityntie,,1,6
Aroperkontie,,1,7
Asema-Aukio,,1,6
Asevelitie,,1,10
Auringonkehrä,,1,21
Eeronkatu,,2,12
Eevankatu,,2,4
Einonkatu,,7,15
Ellinkatu,,3,
Elokatu,,1,34
Erkinkatu,,1,9
Erosentie,,1,16
Eräkatu,,1,12
Eskolankuja,,1,9
Eurantie,,269,
Froominkatu,,2,20
Futkanrinne,,4,6
Haantaustankatu,,16,29
Haapakatu,,2,14
Haavikuja,,3,6
Haka-Aronkatu,,2,8
Haka-Aronkuja,,1,4
Haka-Aronpolku,,,
Hakakuja,,14,
Hakalankatu,,1,8
Hakoveräjänkatu,,2,19
Hakuninkatu,,2,50
Halmeentie,,10,24
Hampulan Mäkitie,,6,22
Hampulankuja,,19,42
Happotehtaankuja,,3,5
Harjavallankatu,,1,45
Harjavallantie,,,
Harjunkuja,,5,9
Haukantie,,6,17
Hauvolan Mäkitie,,4,13
Hauvolankuja,,1,
Havingin Mäkitie,,1,30
Havingintie,,3,13
Havinki,,,
Havinrinne,,4,8
Havukatu,,2,8
Heinonkatu,,1,18
Hepotie,,71,
Hermunkatu,,1,18
Hermunmäentie,,5,17
Hiekkakatu,,3,19
Hietametsänkatu,,2,10
Hietapolku,,1,10
Hiirijärven Koulutie,,5,220
Hiirijärventie,,188,577
Hiirikatu,,3,35
Hiirikuja,,1,3
Hiisikuja,,2,49
Hiittenharjuntie,,1,8
Hiittenkiukaantie,,145,555
Hilkankatu,,1,6
Hirvipolku,,1,
Honkakatu,,5,16
Honkalankatu,,1,
Hormistonojantie,,5,
Hosiossaarentie,,1,
Huhdankulmantie,,7,121
Huhdanmäenkatu,,1,4
Huovinkatu,,1,4
Huovintie,,1,10
Hyypänkatu,,1,8
Hyötiläntie,,3,27
Hällinkatu,,2,18
Hällintie,,1,9
Ijäksentie,,51,
Ilmarisenkatu,,1,6
Ilonankatu,,2,9
Imatrankatu,,10,
Imatrantie,,1,12
Isomäenkatu,,2,146
Jaakkolankatu,,4,6
Jokikatu,,1,7
Juhonkatu,,5,10
Jutinkatu,,1,17
Jutinpolku,,3,
Juustokivenkatu,,1,20
Jäkäläkuja,,3,7
Järvitie,,95,
Kaanaankatu,,1,8
Kaasankuja,,19,86
Kalevankatu,,1,9
Kallenkatu,,2,10
Kallinkankaankatu,,1,6
Kankaanrannantie,,33,72
Kankaantie,,1,25
Kannistonkuja,,1,5
Karhulantie,,3,14
Kartanonkuja,,1,6
Katajakatu,,1,8
Katinkuruntie,,15,31
Katiskakuja,,1,10
Kaukonkatu,,3,27
Kaurakuja,,1,4
Kehtokatu,,3,8
Keinukatu,,2,7
Keisarintie,,1,9
Keserinkatu,,1,
Keskustie,,2,11
Kettulantie,,297,903
Ketunkivenkatu,,1,15
Kiikunmäenkatu,,3,17
Killankallionkatu,,1,4
Killankatu,,1,4
Kimpankaari,,3,24
Kimpankatu,,2,12
Kimpankuja,,1,6
Kinnarinkatu,,2,17
Kirkkokatu,,2,4
Kirkkokuja,,1,5
Kisakatu,,1,12
Kissakuja,,,
Kissakuja Ii,,180,222
Kisällinkatu,,1,
Kivisenkatu,,1,7
Koirakorventie,,11,130
Koivukatu,,2,10
Koivusentie,,9,47
Kolkkalankatu,,1,7
Kolvaantörmäntie,,2,11
Korpinkatu,,1,7
Koskitie,,2,16
Kotalahdentie,,1,12
Kotikuja,,2,10
Kotkankatu,,2,9
Kotosuontie,,1,18
Koulukatu,,2,4
Kreetalankatu,,4,22
Kultarinne,,1,5
Kuparitehtaantie,,6,14
Kurjenojantie,,9,42
Kurkelantie,,9,
Kurrunkuja,,3,
Kuumoonmäentie,,6,66
Kuusikatu,,1,10
Kuusikuja,,2,
Kuusiniemenkuja,,15,
Kuusiniementie,,25,176
Kyntäjäntie,,4,
Kyyhkynkatu,,1,
Käenkatu,,1,
Kähärinkuja,,4,
Kärkänkatu,,1,5
Laaksotie,,5,22
Lahdenperä,,1,6
Laihonkuja,,4,
Laineenkatu,,1,8
Laksinkatu,,1,16
Laksinrinne,,2,7
Lallinkatu,,2,4
Laurilankatu,,2,12
Lauttatie,,5,10
Lehmustie,,3,
Lehtosuontie,,8,18
Leinonkatu,,1,14
Leppäkatu,,1,10
Liikuntatie,,1,7
Liisankatu,,1,29
Linjakatu,,3,7
Lohitie,,1,17
Lootintie,,8,
Louhenkatu,,4,6
Lyytikänkatu,,1,29
Maantilankuja,,2,16
Malankuja,,3,12
Malantie,,1,11
Malminranta,,1,8
Manunrannantie,,1,8
Matinharjunkuja,,33,44
Matinharjuntie,,1,
Matinkatu,,3,26
Matomäentie,,59,73
Meijerinkatu,,1,6
Merstolankuja,,1,8
Merstolantie,,1,28
Mertapolku,,2,
Mertatie,,1,7
Metsäkulmantie,,11,425
Metsämäenkuja,,3,
Mirjankatu,,1,8
Mullinmäentie,,75,108
Museotie,,1,9
Myllykatu,,1,10
Myllyvainionkuja,,1,3
Mäenrinne,,2,6
Mäkikatu,,2,11
Mämmimäentie,,36,38
Männistönkatu,,3,
Mäntykatu,,1,12
Naakankatu,,8,14
Nahkiaistie,,1,38
Nervanderinkiventie,,1,27
Niinitie,,6,16
Niittykatu,,1,8
Niitynrinnantie,,2,208
Nirkkolankatu,,1,11
Niuttulantie,,2,22
Nummenkuja,,6,30
Nurkkalantie,,2,
Närhenkatu,,5,8
Näyhäläntie,,38,159
Oikotie,,2,11
Ojalankatu,,3,18
Olavinkatu,,2,23
Ollilankatu,,26,82
Ollilankuja,,1,
Ollilanranta,,2,4
Onninkatu,,2,
Opintie,,2,2
