street_fi,street_sv,lono,hino
Aavarannantie,,17,246
Alatalontie,,27,280
Anttilantie,,40,276
Hammaslahdentie,,781,1715
Heponiementie,,172,
Hiekkakaarre,,33,146
Juhmakantie,,8,126
Juholantie,,14,140
Karsikkoniementie,,22,178
Keijontie,,50,100
Keskikyläntie,,133,261
Kieskankaantie,,13,41
Kiveläntie,,32,200
Kokonsalontie,,12,630
Kokonsuontie,,25,51
Kylmäpohjantie,,9,93
Kyntösuontie,,36,288
Murtoniementie,,5,103
Myllypitkäläntie,,5,125
Mäntypolku,,3,
Mäntytie,,8,26
Niemisentie,,12,514
Oinaanniementie,,18,115
Pajulantie,,37,112
Petrolanmetsätie,,84,130
Petäjälahdentie,,65,81
Piilolantie,,28,134
Piranniementie,,101,471
Pohjukantie,,42,216
Poste Restante,,,
Pukinkankaantie,,45,200
Rajakummuntie,,2,49
Rajaseläntie,,16,756
Rantalantie,,8,82
Ruotinniementie,,22,60
Saitalantie,,25,55
Savikontie,,24,323
Selänteentie,,4,120
Sintsintie,,2,845
Sissinlahdentie,,40,
Sopensuontie,,3,195
Syvälahdentie,,79,
Särkilahdentie,,46,260
Ukonlahdentie,,26,271
Ukonniementie,,18,117
Vahalahti,,538,
Vehkalahdentie,,33,301
Venturinrantatie,,39,87
Venturintie,,15,777
Vihintie,,187,273
Vuoniementie,,107,538
