street_fi,street_sv,lono,hino
Aittolahdentie,,14,269
Aittoniementie,,60,147
Haaralantie,,11,47
Hannolantie,,15,
Hietalahdentie,,46,124
Honkasentie,,19,85
Hurrilantie,,143,319
Hämeenmäentie,,866,1290
Iikanmäentie,,52,
Joutsantie,,832,1402
Juurikkalahdentie,,6,343
Kalkkerontie,,39,40
Kalkkerovuorentie,,126,141
Kaskirannantie,,102,140
Kestintie,,52,
Kotikalliontie,,95,105
Metjänlahdentie,,81,
Mäntyrannantie,,107,123
Pahkaniementie,,82,126
Palmurannantie,,2,124
Paloniementie,,78,
Pehemäentie,,5,342
Pehemäki,,,
Pehesaarentie,,9,368
Pohoskyläntie,,267,281
Ruokoniementie,,37,420
Rytkyniementie,,,
Räätälintie,,,
Suomäentie,,20,
Suonteentie,,,
Särkilahdentie,,53,
Tuukkala,,,
